P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	P3_1	P3_2	P3_3	P5_1	P5_2	P5_3	Species	name	protein_id
2.33280467987061	2.6756763458252	2.57885360717773	2.89445209503174	3.08257961273193	3.25538635253906	3.16891384124756	2.73817539215088	2.81563091278076	2.02077960968018	2.04599285125732	2.2662239074707	PRO	anthranilate phosphoribosyltransferase	WP_011132585.1
0.79535961151123	0.912233352661133	0.669645309448242	0.577738761901855	0.56525707244873	1.09630966186523	1.35757350921631	1.33609485626221	1.1921911239624	1.089768409729	1.08762836456299	1.53411865234375	PRO	NDP-sugar synthase	WP_011131791.1
3.14873790740967	3.38237571716309	3.35592460632324	2.89358425140381	2.98902797698975	3.18328666687012	3.82876110076904	3.30321216583252	3.48694324493408	3.614089012146	4.28815746307373	3.74835777282715	PRO	GTP-binding protein	WP_011132666.1
2.29698085784912	2.29211235046387	2.32786178588867	2.43241214752197	2.48219585418701	2.45904922485352	2.955735206604	1.68099308013916	2.70717334747314	3.24206447601318	3.89754962921143	3.1004524230957	PRO	DNA gyrase subunit A	WP_011132696.1
4.97612857818604	5.48127365112305	4.81902313232422	4.1533784866333	4.13815593719482	4.343994140625	2.95147037506104	3.15953350067139	2.79193592071533	3.60151958465576	3.30729961395264	3.34924125671387	PRO	30S ribosomal protein S5	WP_011133170.1
3.21000003814697	3.53215217590332	3.36369895935059	3.78382968902588	3.95554637908936	4.69287872314453	3.21220111846924	3.19722652435303	3.22026920318604	3.03096485137939	3.51838397979736	2.94918823242188	PRO	magnesium transporter	WP_011133257.1
4.84658718109131	5.12726974487305	4.80844688415527	4.65369892120361	4.80565357208252	5.13162803649902	6.59961605072021	6.35913181304932	6.3438138961792	6.27550411224365	7.09963321685791	6.97224044799805	PRO	photosystem I reaction center subunit II	WP_011133206.1
0.963603019714355	1.55481719970703	1.61015319824219	1.72974491119385	1.9071569442749	1.8404598236084	2.46736812591553	2.93510913848877	2.51837062835693	3.12616443634033	3.57963085174561	3.03861045837402	PRO	DUF3086 domain-containing protein	WP_011132960.1
1.87746906280518	1.9451732635498	1.80223655700684	1.94894123077393	2.01501560211182	2.47887420654297	0.616271018981934	2.00887393951416	1.60131359100342	2.31709957122803	2.66288471221924	3.41901206970215	PRO	hypothetical protein	WP_011133045.1
-0.056126594543457	0.0134468078613281	0.55284309387207	0.764246940612793	0.812527656555176	1.05600357055664	1.87697315216064	2.09153270721436	1.72848987579346	1.29820919036865	1.85172939300537	2.32165145874023	PRO	acetylglutamate kinase	WP_036930895.1
4.02527713775635	3.8177433013916	3.88104438781738	3.92468357086182	3.89286518096924	4.71811103820801	4.35796070098877	4.75045680999756	4.5584192276001	4.78680515289307	5.00884342193604	4.95874214172363	PRO	ammonium transporter	WP_011131900.1
3.50095462799072	3.7929801940918	3.8204174041748	3.89383411407471	4.12948322296143	4.30429458618164	4.57518672943115	4.65065097808838	4.47014713287354	3.90460300445557	4.5029935836792	4.34646797180176	PRO	phosphoribulokinase	WP_011132419.1
4.11159420013428	4.14203834533691	4.17569351196289	3.85000896453857	3.69363307952881	3.75519943237305	4.20433139801025	3.71206378936768	4.03946781158447	3.74161243438721	4.65840435028076	4.07169914245605	PRO	sulfate adenylyltransferase	WP_011131866.1
3.60018825531006	3.57767295837402	3.66727066040039	3.84560489654541	3.76781368255615	3.67072105407715	4.25829792022705	3.91836643218994	3.58880519866943	3.43376636505127	3.84940624237061	4.10515403747559	PRO	rod shape-determining protein	WP_011133249.1
5.64194583892822	5.90315437316895	5.85950088500977	5.6331033706665	5.56447887420654	5.88114166259766	7.25461292266846	6.72710704803467	6.99810123443604	7.1535120010376	7.79743671417236	7.8812313079834	PRO	elongation factor Tu	WP_011133136.1
3.72783374786377	3.80386161804199	3.49353408813477	3.59576892852783	3.4083833694458	3.50260162353516	0.905985832214355	-0.630599021911621	-0.56374454498291	1.10856914520264	0.226468086242676	2.06575584411621	PRO	ABC transporter ATP-binding protein/permease	WP_011131703.1
-0.0996637344360352	0.0784053802490234	0.469827651977539	0.791584968566895	0.859667778015137	1.16653060913086	1.54887294769287	2.2593412399292	2.18885898590088	1.96847438812256	1.61585521697998	1.62578773498535	PRO	6,7-dimethyl-8-ribityllumazine synthase	WP_011133270.1
4.13311290740967	4.06890296936035	4.48625755310059	3.91271305084229	4.04819011688232	3.63465118408203	0.688000679016113	-0.0792398452758789	0.148764610290527	2.68252468109131	2.18369388580322	1.08757019042969	PRO	apocytochrome f	WP_225866765.1
3.64652156829834	3.33777809143066	3.69284629821777	3.41774463653564	3.69796848297119	3.83382415771484	3.55876064300537	3.66182613372803	3.38705348968506	3.48510074615479	3.57832813262939	4.20734596252441	PRO	pentapeptide repeat-containing protein	WP_225866753.1
6.04962825775146	6.4138069152832	6.60110664367676	7.11391735076904	7.27173900604248	7.15215492248535	5.063307762146	4.92885494232178	4.723801612854	5.71081829071045	5.49298572540283	5.52857780456543	PRO	urea ABC transporter substrate-binding protein	WP_036930312.1
4.91927433013916	4.71894454956055	4.7907543182373	4.513503074646	4.53685665130615	4.9592170715332	5.82914447784424	6.02920246124268	5.84937572479248	6.19400691986084	6.65799427032471	6.03190994262695	PRO	chaperonin GroEL	WP_011132088.1
6.64779186248779	6.81854248046875	6.73347282409668	6.6171350479126	6.58206081390381	6.68940353393555	6.93678760528564	6.19271183013916	5.77726650238037	6.42650508880615	6.43092060089111	6.65505218505859	PRO	photosystem II manganese-stabilizing polypeptide	WP_011131867.1
1.35540294647217	2.13310623168945	1.92535591125488	1.93634128570557	1.89007663726807	2.08473014831543	2.46680927276611	2.61697292327881	2.44694232940674	2.17710018157959	2.17506122589111	1.86606597900391	PRO	polyprenyl synthetase family protein	WP_011132703.1
-5.05027866363525	-5.54970550537109	-4.26688003540039	-2.61347675323486	-3.28778553009033	-4.28632545471191	-5.1815299987793	-2.79949855804443	-5.44697093963623	-4.24651336669922	-4.64428043365479	-3.81302642822266	PRO	2Fe-2S iron-sulfur cluster-binding protein	WP_011132986.1
-0.0315237045288086	0.588380813598633	1.19307136535645	0.883257865905762	2.95767688751221	3.0987491607666	-0.84980297088623	0.000828742980957031	-0.854321479797363	1.281418800354	3.32248783111572	3.74876403808594	PRO	F0F1 ATP synthase subunit A	WP_011133084.1
1.96298694610596	1.49348449707031	1.6526050567627	2.11660480499268	1.99785900115967	2.31956672668457	2.78111743927002	2.10946559906006	2.38232898712158	2.33390712738037	2.39983081817627	2.59398651123047	PRO	CTP synthase	WP_011133316.1
-0.191048622131348	-0.342746734619141	-0.120960235595703	0.0955839157104492	0.323649406433105	0.571405410766602	0.833209037780762	1.1770715713501	0.641968727111816	-0.056614875793457	0.750020027160645	0.144279479980469	PRO	3-isopropylmalate dehydrogenase	WP_011132420.1
6.20372676849365	6.46667671203613	6.1164493560791	6.73411083221436	6.5336332321167	7.14779281616211	6.9818811416626	6.63780689239502	6.58498859405518	6.84305858612061	7.21969890594482	6.76494598388672	PRO	prohibitin family protein	WP_011132117.1
4.17237567901611	4.41824531555176	4.17821502685547	3.72004795074463	3.73500728607178	4.2111644744873	5.02649211883545	4.92152690887451	5.18179416656494	5.40963840484619	5.89244365692139	5.83191871643066	PRO	DNA-directed RNA polymerase subunit beta	WP_011133113.1
5.0901460647583	5.42409133911133	5.29511070251465	4.87663173675537	4.82299137115479	5.0772590637207	5.32655239105225	4.214280128479	4.94138813018799	5.01334667205811	5.29951190948486	5.37473297119141	PRO	molecular chaperone HtpG	WP_011132534.1
5.61233425140381	5.70250511169434	5.62961196899414	4.99219989776611	5.12892627716064	4.96613311767578	2.00464725494385	2.18972301483154	2.80720233917236	3.18081951141357	3.45562076568604	2.91761016845703	PRO	ATP-dependent zinc metalloprotease FtsH	WP_011131865.1
3.01134395599365	3.21180725097656	3.62189674377441	3.95436954498291	3.46853351593018	4.25843238830566	1.36221408843994	2.54583263397217	2.19862842559814	1.86879634857178	2.44057750701904	1.72296524047852	PRO	DNA-binding protein	WP_011132620.1
0.358607292175293	0.785091400146484	0.962310791015625	1.24732303619385	1.74019908905029	1.56198310852051	1.94456195831299	2.50001811981201	1.96488285064697	2.01644420623779	2.09007740020752	2.92742538452148	PRO	UMP kinase	WP_011132157.1
1.0609884262085	1.0057487487793	0.878170013427734	1.47710514068604	1.46626567840576	1.87235069274902	2.53662776947021	2.7761869430542	2.59963512420654	2.82611751556396	2.95727634429932	2.89376258850098	PRO	excinuclease ABC subunit UvrA	WP_011133339.1
5.52449512481689	5.77082824707031	5.66578674316406	5.47558498382568	5.49153232574463	5.66841697692871	2.50010967254639	2.12779140472412	2.54287624359131	2.67777729034424	2.83579349517822	2.86515998840332	PRO	ATP-dependent zinc metalloprotease FtsH	WP_011132898.1
3.29044818878174	3.89246940612793	4.31999015808105	4.14710521697998	5.05355548858643	4.4226245880127	4.30051898956299	3.92336559295654	3.98530101776123	3.12110424041748	2.53335094451904	3.92875099182129	PRO	uroporphyrinogen decarboxylase	WP_011132217.1
3.05954074859619	2.68198204040527	2.3687572479248	3.22050762176514	3.31547260284424	3.35071563720703	3.79686260223389	2.54269313812256	2.67108249664307	2.97684574127197	2.46400547027588	3.39679718017578	PRO	acetyl-CoA carboxylase biotin carboxyl carrier protein	WP_011131665.1
3.34379291534424	3.88778686523438	4.19220542907715	4.40386295318604	4.48166179656982	5.07001876831055	6.24033832550049	6.76951313018799	6.15307331085205	6.19107913970947	6.67364025115967	6.54482460021973	PRO	ferritin	WP_011132438.1
6.91129970550537	7.12472343444824	7.11247062683105	5.53689861297607	5.27037906646729	5.77106666564941	6.84127140045166	6.83752346038818	7.23327350616455	6.47331523895264	7.00098133087158	6.61660003662109	PRO	fructose-bisphosphate aldolase class II	WP_011132415.1
2.43565845489502	2.27286338806152	2.17081642150879	2.52080631256104	2.21454524993896	2.92780303955078	2.7631254196167	3.51318264007568	3.40890979766846	3.69250202178955	2.96814060211182	3.64148902893066	PRO	YlqD family protein	WP_011132039.1
3.0735559463501	3.31524658203125	3.28578186035156	2.8401575088501	2.81505489349365	2.5599479675293	3.15826511383057	2.67484188079834	2.66765308380127	2.14078235626221	2.49416065216064	2.56418991088867	PRO	biosynthetic-type acetolactate synthase large subunit	WP_011132161.1
2.83588695526123	3.26064109802246	3.56429672241211	3.68483257293701	3.86363697052002	4.35019302368164	5.14606380462646	6.10736751556396	5.6862211227417	6.06173992156982	6.27211856842041	6.50699996948242	PRO	MULTISPECIES: HU family DNA-binding protein	WP_011132955.1
2.88696956634521	3.50171852111816	3.0869197845459	3.3544282913208	3.21780872344971	3.33459091186523	3.8440523147583	4.08567523956299	3.90411281585693	4.32152462005615	3.75272846221924	3.87534523010254	PRO	superoxide dismutase, Ni	WP_011132928.1
2.53575611114502	2.07560348510742	2.19015312194824	1.21565532684326	1.21141338348389	1.37200164794922	2.33963871002197	1.55794620513916	2.31527805328369	1.04116344451904	1.21920108795166	1.89215278625488	PRO	HAMP domain-containing protein	WP_011132975.1
-0.837128639221191	-0.679965972900391	-0.481903076171875	-0.927386283874512	-0.85861873626709	-1.15242958068848	-0.0564813613891602	0.21433162689209	0.540566444396973	-0.574854850769043	-0.619254112243652	-1.02181053161621	PRO	adenylyl-sulfate kinase	WP_011131805.1
0.00952243804931641	-0.103395462036133	-0.188127517700195	0.217745780944824	-0.0901956558227539	0.141256332397461	0.644471168518066	0.666586875915527	0.433737754821777	0.298003196716309	0.646664619445801	1.05135917663574	PRO	formate-dependent phosphoribosylglycinamide formyltransferase	WP_011132636.1
2.01376438140869	1.87660789489746	1.81473922729492	1.63218021392822	1.52124500274658	1.54628562927246	1.62193012237549	1.56024265289307	1.35302448272705	1.7620096206665	1.71007442474365	1.16769981384277	PRO	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	WP_011133327.1
-1.366042137146	-1.53249359130859	-0.438482284545898	-0.399718284606934	-0.194600105285645	-0.727249145507813	-0.13582706451416	0.948996543884277	0.868874549865723	0.762911796569824	0.942309379577637	0.361234664916992	PRO	hypothetical protein	WP_042115974.1
3.54222011566162	3.61981201171875	3.64582633972168	3.79978084564209	3.84628582000732	3.58284378051758	4.28354740142822	3.79918766021729	3.69561100006104	3.79989147186279	4.08199977874756	4.08245849609375	PRO	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	WP_011132780.1
2.49509143829346	2.42733764648438	2.32671165466309	1.21395778656006	1.2845983505249	1.66969871520996	1.62729358673096	2.78660106658936	2.38006687164307	1.9205904006958	2.19153118133545	2.75435066223145	PRO	ATP-dependent protease ATP-binding subunit ClpX	WP_011133284.1
2.09175777435303	1.81726264953613	1.66147041320801	2.42176532745361	2.21542835235596	2.42338562011719	2.49695873260498	1.8922872543335	2.02959156036377	1.9103536605835	2.57963848114014	1.82256889343262	PRO	phosphoribosylformylglycinamidine synthase subunit PurL	WP_011131641.1
2.21514987945557	2.24751281738281	2.02165603637695	1.18176364898682	1.55396556854248	1.90686225891113	1.08848667144775	1.41727542877197	1.76205921173096	1.77831745147705	1.40520763397217	1.27029037475586	PRO	30S ribosomal protein S9	WP_011133159.1
1.50335597991943	1.73002624511719	1.81413269042969	2.30296802520752	2.32204532623291	2.65322303771973	2.94095516204834	3.16835117340088	2.33695888519287	2.64359378814697	2.93590068817139	2.98246192932129	PRO	branched-chain amino acid transaminase	WP_011132511.1
2.32504367828369	2.33514404296875	2.54877662658691	4.54082202911377	4.42091274261475	4.52339363098145	2.76338481903076	2.462082862854	2.52106761932373	3.0881929397583	3.11880016326904	2.6860408782959	PRO	ABC transporter substrate-binding protein	WP_225866782.1
0.106125831604004	0.345012664794922	0.19474983215332	1.00725650787354	0.86179256439209	0.721443176269531	1.60312747955322	2.03775882720947	1.2694730758667	2.36507129669189	2.44727993011475	2.20451164245605	PRO	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	WP_036930507.1
3.99599552154541	4.2330265045166	4.30936050415039	4.38748645782471	4.44803714752197	4.8491325378418	4.31556987762451	4.56909275054932	4.27476596832275	4.33937358856201	5.60433101654053	4.77580833435059	PRO	methionine adenosyltransferase	WP_011131948.1
2.50986766815186	3.20853233337402	2.89602088928223	2.91628932952881	3.15773868560791	3.42548370361328	4.27466297149658	5.06978321075439	4.10913944244385	5.07640743255615	4.69038677215576	5.18644905090332	PRO	peptidylprolyl isomerase	WP_011132527.1
1.42145252227783	1.43263053894043	1.26694488525391	1.31452465057373	1.17093753814697	1.41014862060547	1.84229564666748	1.8002462387085	1.77353191375732	2.16357326507568	2.57726192474365	2.47579574584961	PRO	PfkB family carbohydrate kinase	WP_011132852.1
4.69687175750732	4.67226791381836	4.9235782623291	3.49201107025146	3.57216548919678	3.80170822143555	3.924485206604	2.72062587738037	3.61550426483154	3.8758020401001	4.13075733184814	4.25369453430176	PRO	geranylgeranyl reductase	WP_011132394.1
0.358542442321777	-1.03313064575195	-0.192724227905273	-1.3778657913208	-1.06610012054443	-1.00080680847168	-0.207367897033691	-0.515997886657715	-0.368424415588379	0.643187522888184	0.0285024642944336	0.631124496459961	PRO	plastocyanin	WP_011132215.1
3.41595554351807	3.50586318969727	3.31245231628418	2.61155796051025	2.48990345001221	2.70628929138184	3.58009815216064	3.22594547271729	3.3069429397583	4.19988536834717	4.57006740570068	3.65698432922363	PRO	translation initiation factor IF-2	WP_011133122.1
2.76385402679443	3.35874366760254	3.17172241210938	1.72835636138916	2.24453258514404	1.92564010620117	3.07886028289795	3.23787975311279	2.92197132110596	2.53220081329346	2.94116878509521	3.34296989440918	PRO	30S ribosomal protein S10	WP_011133135.1
1.44101047515869	1.47764587402344	1.69631576538086	1.73073863983154	1.63104915618896	1.59670257568359	2.41793918609619	1.97869777679443	2.4204568862915	2.38649463653564	2.29710483551025	2.33629989624023	PRO	leucine--tRNA ligase	WP_011132522.1
2.71255779266357	2.88504600524902	2.9866886138916	3.00772380828857	3.00112056732178	2.90957260131836	3.40728092193604	3.30757617950439	3.45743274688721	2.88248538970947	3.45327663421631	2.8305835723877	PRO	inorganic diphosphatase	WP_011132129.1
2.99693012237549	3.14546585083008	3.05716705322266	3.17538547515869	3.16084766387939	3.58811950683594	4.41620540618896	4.3386926651001	3.93630123138428	3.95791721343994	4.59280300140381	4.4609432220459	PRO	glucose-1-phosphate adenylyltransferase	WP_011132403.1
8.56242656707764	8.06901168823242	8.5131950378418	7.84614849090576	7.93145847320557	8.11323547363281	5.06600093841553	4.13991832733154	4.39952182769775	5.75613307952881	5.20694065093994	5.38338851928711	PRO	photosystem II reaction center protein CP43	WP_011132792.1
0.74610424041748	1.2270622253418	1.07645988464355	2.89581394195557	2.93418216705322	2.7316780090332	3.14751529693604	3.10807323455811	2.70609378814697	2.96017169952393	3.21695613861084	3.05990409851074	PRO	glycogen/starch/alpha-glucan phosphorylase	WP_036930738.1
3.37673854827881	3.97744369506836	3.61771583557129	2.32531070709229	2.38732242584229	2.85000801086426	3.36025714874268	3.95511531829834	3.75699520111084	4.02049541473389	4.28725719451904	4.36694717407227	PRO	ATP-dependent Clp protease ATP-binding subunit	WP_011132721.1
3.53855037689209	3.74505043029785	3.61532783508301	3.59002780914307	3.59359645843506	3.58527374267578	4.86858463287354	5.14553928375244	5.05812358856201	4.31763935089111	4.68029689788818	4.95423698425293	PRO	phosphoglycerate kinase	WP_011131834.1
0.539509773254395	0.45318603515625	0.327495574951172	0.740340232849121	0.682965278625488	0.823518753051758	1.71328067779541	0.935173988342285	1.19764804840088	1.02987766265869	1.14528369903564	1.53331184387207	PRO	orotate phosphoribosyltransferase	WP_011131912.1
1.98976421356201	1.94316482543945	2.24225616455078	2.56369113922119	2.87269496917725	2.83745193481445	3.14768695831299	2.64383983612061	3.02602100372314	3.49243068695068	3.27500057220459	3.24965286254883	PRO	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	WP_011131903.1
1.17205142974854	1.13818550109863	1.26982879638672	1.47469997406006	1.43746852874756	1.57782363891602	1.85146427154541	1.59742069244385	1.79683780670166	1.32781887054443	1.58405017852783	1.89062881469727	PRO	valine--tRNA ligase	WP_011133309.1
2.08272266387939	1.92560005187988	1.78666305541992	2.1222620010376	1.84281253814697	2.10538482666016	2.64453792572021	2.62155628204346	1.81577396392822	1.95727825164795	1.94045734405518	1.92933082580566	PRO	Mrp/NBP35 family ATP-binding protein	WP_011133209.1
1.29990291595459	1.46074485778809	1.72110748291016	1.32968616485596	1.34050846099854	1.61494636535645	1.89521503448486	2.10049152374268	1.47088146209717	1.40154552459717	1.78161525726318	1.87531661987305	PRO	aspartate-semialdehyde dehydrogenase	WP_011133281.1
4.18454265594482	4.17898750305176	3.96439743041992	3.52034854888916	3.38064098358154	3.50058555603027	4.19440937042236	4.61641979217529	3.70496463775635	4.2756929397583	4.90343570709229	5.20941162109375	PRO	response regulator transcription factor	WP_011132746.1
