C1_1	C1_2	C1_3	C2_1	C2_2	C2_3	C3_1	C3_2	C3_3	C4_1	C4_2	C4_3	C5_1	C5_2	C5_3	Species	name	protein_id
3.37413883209229	3.34883975982666	3.9225959777832	4.2338752746582	4.15986442565918	4.189453125	4.97772598266602	4.77930164337158	4.97987079620361	5.77552509307861	5.38222408294678	5.0935115814209	5.57334804534912	5.36305522918701	5.63646030426025	PRO	ABC transporter substrate-binding protein	WP_011132682.1
4.82234668731689	4.87930202484131	4.92996406555176	4.61486625671387	4.8012866973877	4.35341453552246	4.44008445739746	4.108811378479	4.2988862991333	4.59204387664795	4.42110157012939	4.45551300048828	4.4597749710083	4.35587978363037	4.77465915679932	PRO	DNA-directed RNA polymerase subunit beta	WP_011133113.1
7.56648349761963	7.53723239898682	7.37505531311035	7.16415214538574	7.68623161315918	7.42217254638672	6.90473937988281	6.51270008087158	6.45005321502686	7.38288974761963	6.93579769134521	6.47959899902344	6.78055095672607	6.78210544586182	7.21445941925049	PRO	F0F1 ATP synthase subunit beta	WP_011133067.1
7.81539249420166	7.87691211700439	7.17259979248047	6.99361991882324	7.68170356750488	7.34278869628906	6.18770980834961	6.13868618011475	6.34395503997803	7.07114315032959	6.62756252288818	5.82894706726074	6.22142505645752	6.43883037567139	6.5071496963501	PRO	photosystem II chlorophyll-binding protein CP47	WP_011131952.1
4.34177684783936	5.26821231842041	5.54884147644043	5.11526298522949	5.14691734313965	4.78205299377441	5.24396133422852	5.02813053131104	5.3106050491333	5.33607387542725	5.25079250335693	5.27876853942871	5.22842502593994	5.13631343841553	5.62890338897705	PRO	molecular chaperone DnaK	WP_011133331.1
8.10792446136475	8.47318744659424	7.87433433532715	7.47206687927246	8.23351097106934	7.78821754455566	6.11260414123535	6.12141513824463	6.42837619781494	7.54498386383057	6.78028202056885	6.53380966186523	7.15137767791748	6.91554164886475	7.01747989654541	PRO	photosystem II reaction center protein CP43	WP_011132792.1
4.13353252410889	5.36210918426514	5.5659351348877	4.76324272155762	5.02436637878418	4.76469612121582	5.05690956115723	5.04586315155029	5.21407222747803	4.86917209625244	4.91219615936279	4.98474884033203	4.81083393096924	4.91524982452393	5.28206539154053	PRO	chaperonin GroEL	WP_011132088.1
1.19510364532471	1.01884746551514	1.75223159790039	2.06915473937988	1.98333358764648	1.93715476989746	2.40909194946289	2.15719318389893	2.24233150482178	1.89916706085205	1.75968456268311	1.89571380615234	1.70987796783447	1.61386013031006	1.99329280853271	PRO	glutamate synthase large subunit	WP_011133140.1
6.87945652008057	7.56124782562256	7.20788192749023	6.79105567932129	7.65984344482422	7.20537376403809	6.69012832641602	6.37111568450928	6.43062114715576	7.1754674911499	6.71439266204834	6.36947822570801	6.69963359832764	7.00721454620361	6.98003482818604	PRO	F0F1 ATP synthase subunit alpha	WP_011133080.1
2.57874393463135	4.25509166717529	4.33074188232422	3.63570404052734	3.47436141967773	2.30852508544922	4.35531425476074	4.07936954498291	4.35501575469971	6.23655986785889	5.36489963531494	6.09840965270996	6.14897632598877	5.11393642425537	6.07745265960693	PRO	CsoS2 family carboxysome shell protein	WP_011132186.1
5.63646793365479	5.53736972808838	5.98960494995117	5.86984252929688	6.21035003662109	6.02292251586914	6.70279884338379	6.18553638458252	6.30968189239502	7.87846088409424	7.54274463653564	7.21785736083984	7.85496425628662	7.71761989593506	7.87024402618408	PRO	prohibitin family protein	WP_011132117.1
3.51108455657959	3.81004810333252	3.89072227478027	3.44900512695313	3.6176700592041	3.1568546295166	3.48046684265137	3.34759616851807	3.71202564239502	3.43091487884521	3.28658199310303	3.01973533630371	3.26625919342041	3.43966960906982	3.56897640228271	PRO	preprotein translocase subunit SecA	WP_011133266.1
4.40318584442139	5.05893993377686	5.37228012084961	4.70616340637207	4.57649803161621	4.49392700195313	4.36716461181641	4.18813037872314	4.28867435455322	4.32779216766357	4.24868297576904	4.23530769348145	4.61048984527588	4.38277912139893	4.49374675750732	PRO	molecular chaperone HtpG	WP_011132534.1
4.64279651641846	4.76768398284912	4.69031715393066	4.19190788269043	4.26017570495605	4.20658111572266	4.53990936279297	4.37008571624756	4.41743564605713	4.67693042755127	4.66732883453369	4.49516487121582	4.7434549331665	4.4984655380249	4.98895168304443	PRO	elongation factor G	WP_011133137.1
5.48250484466553	6.07717418670654	5.72795867919922	5.96798324584961	6.08967018127441	5.51378440856934	5.7361011505127	5.34795665740967	5.78482913970947	5.88695430755615	5.32474613189697	5.35100364685059	5.44799137115479	5.22758388519287	5.27613925933838	PRO	ferredoxin--NADP(+) reductase	WP_011132708.1
6.14991855621338	6.61509609222412	6.35753631591797	6.21903228759766	6.390869140625	6.16169929504395	6.21379852294922	6.01865673065186	6.30056476593018	6.00331592559814	5.93351268768311	5.71730422973633	5.40132808685303	5.54706859588623	5.58329677581787	PRO	type I glyceraldehyde-3-phosphate dehydrogenase	WP_011131661.1
3.79686450958252	3.89080142974854	3.87432098388672	3.71486473083496	4.1005687713623	3.85470771789551	3.97040557861328	3.79507923126221	3.80774974822998	4.5107946395874	4.28851985931396	4.21064758300781	4.10837459564209	3.83630466461182	4.34016704559326	PRO	ATP-dependent zinc metalloprotease FtsH	WP_011132898.1
6.61536884307861	6.86306095123291	6.65633583068848	6.11820983886719	6.56859970092773	5.79627990722656	5.72578811645508	5.56577968597412	5.85336971282959	6.27781009674072	6.01026058197021	6.19794464111328	5.79816150665283	5.78295230865479	5.91599941253662	PRO	transketolase	WP_011133237.1
5.26102924346924	5.45921039581299	5.56282806396484	5.22015571594238	5.10429000854492	5.0194149017334	5.38823318481445	5.21144390106201	5.24722194671631	6.12971591949463	6.06866931915283	5.85589981079102	6.04626941680908	5.60332202911377	5.95589160919189	PRO	phosphate ABC transporter substrate-binding protein PstS	WP_011132344.1
7.61456775665283	8.1736536026001	7.32121658325195	7.25392913818359	7.94700813293457	7.59980392456055	6.66402816772461	6.45509243011475	6.8268575668335	7.2069616317749	6.59515476226807	5.96721267700195	6.95398616790771	6.81515216827393	6.54113674163818	PRO	photosystem I core protein PsaB	WP_011133151.1
3.85629558563232	4.17314434051514	4.71329689025879	4.68670845031738	4.84088325500488	4.57629776000977	5.11569213867188	5.0205602645874	5.03052043914795	4.14985370635986	4.15820407867432	4.15713500976563	3.76162242889404	3.97780132293701	4.23439311981201	PRO	cell division protein FtsZ	WP_011132943.1
2.76853847503662	3.36835956573486	3.5268726348877	3.27215194702148	3.33702659606934	2.89622116088867	3.41691780090332	3.20538806915283	3.46265697479248	3.80078411102295	3.55715465545654	3.49203491210938	3.83433628082275	3.32652568817139	4.15782642364502	PRO	2-oxo acid dehydrogenase subunit E2	WP_011132041.1
4.15193653106689	4.325270652771	4.31630325317383	4.21916198730469	4.37445068359375	4.46735191345215	5.21173477172852	5.51407146453857	5.21706295013428	7.10102367401123	6.99001979827881	7.08398818969727	7.11561870574951	7.25173473358154	7.09187793731689	PRO	BMC domain-containing protein	WP_011819929.1
4.71765995025635	4.8606595993042	4.68446731567383	4.91445922851563	5.1976432800293	4.93451690673828	5.08864402770996	4.69857883453369	4.87689113616943	4.53231334686279	4.13559627532959	3.41376495361328	4.00282382965088	4.02967739105225	4.07718753814697	PRO	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase	WP_011132276.1
2.174147605896	2.23699855804443	2.35403060913086	2.56312370300293	2.6136474609375	2.59938621520996	3.15342140197754	2.88107585906982	3.28970432281494	4.0849142074585	4.02138614654541	3.72793388366699	4.37159442901611	4.04173183441162	4.41536235809326	PRO	BamA/TamA family outer membrane protein	WP_011132972.1
4.03527736663818	4.0413236618042	4.58630752563477	4.60935401916504	4.54985427856445	4.35686683654785	5.03087043762207	4.85321140289307	4.77205753326416	5.25132846832275	5.20335102081299	4.9250545501709	4.79075145721436	4.77000713348389	5.2300271987915	PRO	peroxiredoxin	WP_011132490.1
1.34237957000732	1.41043949127197	1.8958911895752	2.30721664428711	2.21514511108398	2.21102333068848	2.66790962219238	2.50202655792236	2.84530735015869	2.0009069442749	1.90114498138428	1.71735382080078	2.05806064605713	1.86530780792236	1.92671680450439	PRO	phosphoenolpyruvate carboxylase	WP_011133203.1
2.06719303131104	2.22428226470947	2.54526710510254	2.44927215576172	2.38962173461914	2.37265014648438	2.51559829711914	2.80899333953857	2.43005466461182	2.10632991790771	2.32294368743896	2.42875862121582	2.30693912506104	2.3009557723999	2.0264253616333	PRO	IMS domain-containing protein	WP_011132921.1
7.61016368865967	7.63533306121826	6.85248184204102	6.17432975769043	6.67854499816895	6.23654365539551	5.37042617797852	5.24730587005615	5.19738483428955	6.86905956268311	6.57429599761963	6.09599876403809	6.57691860198975	6.3031644821167	6.96131992340088	PRO	cysteine synthase A	WP_011132043.1
6.78423976898193	7.56283664703369	6.21665573120117	5.79078674316406	5.97146224975586	6.19245338439941	6.02394104003906	6.34064197540283	6.11598300933838	6.88790607452393	6.78818035125732	6.81256103515625	6.69415760040283	6.81080150604248	6.86332225799561	PRO	fructose-bisphosphate aldolase class II	WP_011132415.1
5.9821252822876	6.86633968353271	6.84219551086426	5.82999992370605	6.48512268066406	6.05805397033691	6.15805625915527	6.19542980194092	6.15808963775635	6.77357769012451	6.91867923736572	6.59249877929688	6.33961963653564	6.10053730010986	6.69189929962158	PRO	photosystem II manganese-stabilizing polypeptide	WP_011131867.1
5.16030025482178	5.2240514755249	5.14870071411133	5.010009765625	5.09033584594727	4.84366798400879	4.77226448059082	4.27281284332275	4.70504665374756	4.76064586639404	4.31216526031494	4.21843338012695	4.81672191619873	4.34634113311768	4.660080909729	PRO	DNA-directed RNA polymerase subunit gamma	WP_011133112.1
3.82539844512939	4.11117267608643	3.52540397644043	3.40991592407227	3.61545372009277	2.85804557800293	3.21405982971191	2.79328441619873	2.90412616729736	3.60156345367432	3.13210582733154	3.2119026184082	3.66008853912354	2.84948253631592	3.37824153900146	PRO	translation initiation factor IF-2	WP_011133122.1
4.26855373382568	4.14001560211182	3.6519603729248	3.3314208984375	3.57572364807129	3.62149047851563	3.64401245117188	3.35712718963623	3.24776172637939	3.70839786529541	3.619309425354	3.42635917663574	3.69805431365967	3.45106601715088	3.91320514678955	PRO	ATP-dependent zinc metalloprotease FtsH	WP_011132377.1
2.8292989730835	2.63317584991455	3.04607963562012	3.29382514953613	3.27034950256348	2.93607139587402	3.23896026611328	2.85293483734131	2.87723255157471	2.59354114532471	2.38388538360596	2.50330924987793	2.25600719451904	1.98740863800049	2.52085971832275	PRO	DNA gyrase subunit A	WP_011132696.1
1.42043399810791	1.58790302276611	2.08072853088379	2.28762435913086	2.33551597595215	2.04657363891602	2.18932151794434	1.90399074554443	2.03187847137451	1.04812526702881	1.08072185516357	0.918539047241211	0.815133094787598	0.862812995910645	1.12319850921631	PRO	carbamoyl-phosphate synthase large subunit	WP_011132459.1
6.99622058868408	7.10746097564697	6.53035736083984	6.56004333496094	7.2620735168457	7.04713821411133	5.90730667114258	5.68172550201416	6.01378917694092	6.44293308258057	6.19062519073486	5.86998558044434	5.63109683990479	5.62281131744385	5.79080104827881	PRO	photosystem I core protein PsaA	WP_011133152.1
3.5517053604126	3.59693431854248	3.5522289276123	3.85764122009277	3.94029808044434	3.68511962890625	3.96047019958496	3.55494976043701	3.81329250335693	3.74180316925049	3.57873058319092	3.19009399414063	3.45786762237549	3.40930461883545	3.691725730896	PRO	glucose-1-phosphate adenylyltransferase	WP_011132403.1
1.29938220977783	0.974307060241699	1.61642837524414	2.11389350891113	2.0263614654541	1.85895729064941	2.30437278747559	1.96113109588623	2.07324695587158	1.84284687042236	1.61021518707275	1.43246269226074	1.41318035125732	1.25989627838135	1.66078281402588	PRO	excinuclease ABC subunit UvrA	WP_011133339.1
1.58776950836182	1.80617046356201	1.76529502868652	2.08384323120117	1.96422386169434	1.49897956848145	1.95347785949707	1.66756916046143	1.92993259429932	1.22829151153564	0.79395580291748	1.15512084960938	0.966946601867676	0.339566230773926	0.716292381286621	PRO	type I DNA topoisomerase	WP_011132072.1
4.84290027618408	4.66788768768311	4.95306968688965	4.66953086853027	4.98211097717285	4.59983444213867	4.8155574798584	4.387526512146	4.8781270980835	4.76975727081299	5.12856578826904	4.5405387878418	4.22644329071045	4.32295322418213	4.43586444854736	PRO	class II fructose-bisphosphatase	WP_011132401.1
2.82370281219482	2.96909046173096	0.95989990234375	1.24868392944336	1.48279762268066	1.67575263977051	1.67234992980957	1.52229022979736	1.46363925933838	1.5680570602417	1.53318500518799	1.51918029785156	1.18071460723877	1.09114933013916	1.86135959625244	PRO	magnesium chelatase subunit H	WP_011132465.1
2.50912380218506	3.3636999130249	2.44655227661133	2.50056648254395	2.56281661987305	2.64213180541992	3.02906608581543	3.3254976272583	2.82790470123291	2.72084522247314	2.79186725616455	2.96682548522949	2.92363834381104	2.58167362213135	2.7678747177124	PRO	ATP-dependent Clp protease ATP-binding subunit	WP_011132721.1
1.28306484222412	0.843764305114746	3.01420593261719	2.66761207580566	2.76927375793457	2.47767448425293	2.72159385681152	2.22327327728271	2.64391040802002	2.32620716094971	2.25809383392334	2.17933082580566	2.15057849884033	2.132493019104	2.34128284454346	PRO	glycogen/starch/alpha-glucan phosphorylase	WP_036930738.1
4.56646060943604	4.45790958404541	4.41017913818359	3.92173194885254	4.36855888366699	4.04926872253418	3.54417037963867	3.18158626556396	3.47216510772705	3.248122215271	3.20896053314209	2.69803428649902	3.01101207733154	2.89573955535889	3.10695934295654	PRO	acetate--CoA ligase	WP_011132253.1
1.10311412811279	0.770899772644043	1.1783618927002	2.32356262207031	1.99796295166016	2.08111190795898	2.62299156188965	2.24343204498291	2.35318470001221	0.936982154846191	0.961701393127441	0.988481521606445	0.684687614440918	0.890078544616699	0.881339073181152	PRO	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	WP_011133327.1
4.06964206695557	4.39284038543701	3.69624328613281	3.56685829162598	3.80576705932617	3.87146186828613	3.97406387329102	3.63015079498291	3.53691005706787	3.70911312103271	3.71303272247314	3.57651138305664	3.91404056549072	3.67525768280029	3.94112491607666	PRO	ATP-dependent zinc metalloprotease FtsH	WP_011131865.1
4.21327686309814	4.81434154510498	5.26652717590332	4.76882553100586	4.81143379211426	4.33917617797852	4.7367057800293	4.57238101959229	4.64365863800049	4.95832920074463	5.17784023284912	4.7927303314209	5.23385715484619	5.03707408905029	5.21337032318115	PRO	DNA-directed RNA polymerase subunit alpha	WP_011133163.1
4.33432674407959	5.49470043182373	5.70249176025391	4.88664245605469	4.96550178527832	4.85052490234375	5.56375694274902	6.18879222869873	5.90356159210205	6.95394229888916	7.36198902130127	7.20963096618652	7.19848155975342	7.25587368011475	7.37130641937256	PRO	co-chaperone GroES	WP_011133066.1
3.63432598114014	3.40439701080322	3.61007308959961	3.69034194946289	3.56550788879395	3.57787132263184	3.54466247558594	3.36877536773682	3.79543972015381	3.29882717132568	3.36606502532959	3.07052040100098	3.66031551361084	3.41827869415283	3.37418651580811	PRO	NAD-dependent epimerase/dehydratase family protein	WP_011133292.1
1.99650478363037	1.9152307510376	2.52419662475586	2.97167587280273	2.91610717773438	2.77614402770996	2.99763107299805	2.76686763763428	2.95601749420166	2.29842090606689	2.35551166534424	2.26761436462402	2.09818744659424	2.09163570404053	2.173996925354	PRO	phosphoglycerate dehydrogenase	WP_011132988.1
1.24196720123291	1.28241443634033	1.44773292541504	1.05986022949219	1.24591255187988	0.997241973876953	1.16158866882324	0.964266777038574	1.05295085906982	1.1414213180542	1.10990238189697	1.26408958435059	1.27691555023193	1.01393413543701	1.3809061050415	PRO	transcription-repair coupling factor	WP_011132473.1
1.92017459869385	1.75099468231201	1.82014846801758	2.31040573120117	2.23454475402832	2.31430435180664	2.96264839172363	2.86455059051514	3.19008922576904	2.19656848907471	2.0859956741333	1.96660995483398	1.64692974090576	2.08024120330811	1.83905506134033	PRO	methionine--tRNA ligase	WP_011132501.1
3.98960018157959	3.42002773284912	3.11544036865234	3.56283950805664	3.53607368469238	3.08988189697266	3.1244068145752	2.44651889801025	2.78569507598877	3.43834018707275	2.6890230178833	2.6923885345459	2.98379230499268	2.03974437713623	2.92776012420654	PRO	ribonuclease J	WP_011133279.1
2.14558696746826	2.07154560089111	2.57605743408203	3.37230682373047	3.36562156677246	3.04739570617676	3.40951919555664	3.19485378265381	3.4517183303833	2.99121761322021	2.72675037384033	2.43156623840332	2.74667835235596	2.43633937835693	2.49611186981201	PRO	citrate synthase	WP_011131800.1
4.35154056549072	4.56068515777588	4.40094375610352	4.12707328796387	4.3336181640625	4.34525871276855	4.16319274902344	4.20059871673584	4.26137638092041	4.57960987091064	4.51714420318604	3.7368049621582	4.51432323455811	4.0941686630249	3.98837757110596	PRO	hypothetical protein	WP_042116141.1
3.07295894622803	2.90131092071533	3.73644828796387	4.29899597167969	4.11760330200195	3.6735897064209	4.38624572753906	4.04459476470947	4.42311191558838	3.39859485626221	3.07451915740967	3.16011047363281	3.09533596038818	2.83754444122314	3.05931186676025	PRO	NADP-dependent isocitrate dehydrogenase	WP_011133224.1
2.40086078643799	2.55103969573975	3.01448822021484	3.23453712463379	3.35648918151855	3.13706970214844	3.35314559936523	3.08617687225342	3.44300174713135	2.90800762176514	2.62920475006104	2.5785026550293	2.44297885894775	2.39759540557861	2.52653026580811	PRO	argininosuccinate synthase	WP_011133334.1
2.32136821746826	2.94863414764404	2.96745681762695	2.72978210449219	2.71492385864258	2.52156639099121	2.6559886932373	2.67447948455811	2.63578128814697	2.41518306732178	2.23986721038818	2.37606620788574	2.10047245025635	1.88443660736084	2.16176509857178	PRO	DNA topoisomerase (ATP-hydrolyzing) subunit B	WP_011133261.1
2.51183414459229	2.58632946014404	3.61148262023926	3.46943092346191	3.64225578308105	3.60341262817383	2.58866119384766	2.43405818939209	2.47266674041748	2.7073221206665	2.35651874542236	2.09787178039551	2.53003978729248	2.36131191253662	2.53787136077881	PRO	ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent	WP_036930962.1
0.964062690734863	0.733735084533691	1.48033332824707	1.8358154296875	1.50013542175293	1.60749816894531	1.99832534790039	1.83304119110107	1.96802616119385	1.23279476165771	0.904488563537598	1.13093376159668	0.866080284118652	0.921206474304199	0.878647804260254	PRO	glutamine-hydrolyzing GMP synthase	WP_011131675.1
0.324212074279785	0.389462471008301	0.6307373046875	1.13492202758789	1.17381858825684	1.02628707885742	1.21354293823242	0.989148139953613	1.08454990386963	0.966639518737793	0.82990550994873	1.28089141845703	0.958970069885254	1.07096004486084	0.798308372497559	PRO	translocation/assembly module TamB domain-containing protein	WP_011132223.1
2.95463275909424	2.85078525543213	3.45112991333008	3.43745422363281	3.51895141601563	3.20759773254395	3.46316909790039	3.07967281341553	3.30167865753174	3.18113040924072	2.85124683380127	2.79739952087402	2.88137912750244	2.80293369293213	3.0416784286499	PRO	GuaB3 family IMP dehydrogenase-related protein	WP_011132695.1
3.83426189422607	4.09836292266846	4.06017303466797	4.06284141540527	4.2847957611084	4.47481155395508	4.95866966247559	5.05540180206299	5.08859348297119	6.34690952301025	6.34801959991455	6.29230690002441	6.47308254241943	6.12277698516846	6.25107288360596	PRO	ammonium transporter	WP_011131900.1
2.09790325164795	1.88209056854248	2.15723991394043	2.19042205810547	2.04857063293457	1.96705627441406	2.17050743103027	1.94360256195068	2.21670818328857	1.53454494476318	1.3805570602417	1.30013275146484	1.58520030975342	1.73973560333252	1.59460353851318	PRO	isoleucine--tRNA ligase	WP_011131876.1
1.24399662017822	1.37807178497314	1.49457550048828	1.18785095214844	1.25531959533691	1.23861503601074	1.0798168182373	1.21823215484619	0.973017692565918	1.21120166778564	1.07733631134033	1.0889835357666	1.07687282562256	1.03174495697021	1.08216571807861	PRO	AAA family ATPase	WP_011131846.1
4.40097522735596	4.529860496521	4.37257385253906	4.65618896484375	4.83402061462402	4.73349380493164	4.74748992919922	4.55570697784424	4.54468059539795	5.18929195404053	4.94975566864014	4.57278633117676	4.87595653533936	4.56756687164307	4.60704517364502	PRO	methionine adenosyltransferase	WP_011131948.1
1.66220951080322	1.72992610931396	2.27248954772949	1.89207649230957	1.91961669921875	1.67391777038574	1.73715972900391	1.6522798538208	1.89758205413818	1.36470508575439	1.31843852996826	1.11208534240723	1.39206790924072	1.28141498565674	1.7272253036499	PRO	leucine--tRNA ligase	WP_011132522.1
3.8761625289917	3.93085956573486	3.78884506225586	4.48376655578613	4.80624389648438	4.96443367004395	5.22606658935547	5.403883934021	4.94924259185791	6.22651767730713	6.22537326812744	5.95451545715332	6.16238117218018	5.89550304412842	6.01354122161865	PRO	ferritin	WP_011132438.1
2.96924114227295	3.55915927886963	3.48991203308105	3.27821350097656	3.43561172485352	3.05989456176758	3.54743576049805	3.18231105804443	3.40015888214111	3.08225917816162	2.53134059906006	2.6618766784668	2.57781887054443	2.05265140533447	2.64172077178955	PRO	magnesium chelatase ATPase subunit I	WP_011132688.1
2.21653652191162	2.05567073822021	2.38477897644043	2.30977821350098	2.18083381652832	2.14213371276855	2.22199249267578	2.00009632110596	2.1504602432251	1.63325214385986	1.49004650115967	1.22810173034668	1.59531688690186	1.47263431549072	1.60510349273682	PRO	phenylalanine--tRNA ligase subunit beta	WP_011132504.1
3.4477071762085	3.46424388885498	3.64839935302734	3.57617378234863	3.53075981140137	3.53355407714844	3.42985916137695	3.35628986358643	3.40077686309814	3.31110286712646	3.48897075653076	2.99426460266113	3.33338451385498	3.21760082244873	3.0004358291626	PRO	ketol-acid reductoisomerase	WP_011132949.1
2.12616062164307	2.48287677764893	2.4824161529541	2.68002891540527	2.64913177490234	2.53270149230957	2.68521499633789	2.57284450531006	2.70450878143311	2.35797023773193	2.12567043304443	2.15764999389648	2.15109348297119	2.14988422393799	2.04255771636963	PRO	adenylosuccinate synthase	WP_011132141.1
3.45578861236572	3.339280128479	3.30324554443359	2.9681396484375	3.21577835083008	2.95199203491211	2.94996070861816	2.8984956741333	3.2185525894165	3.57347202301025	3.6808385848999	3.30337715148926	3.53645801544189	3.70105457305908	3.42869853973389	PRO	FAD-dependent oxidoreductase	WP_011131850.1
2.7395544052124	2.33751964569092	2.46471405029297	2.59277725219727	2.619140625	2.5865421295166	2.36191940307617	2.17909717559814	2.26326847076416	2.21936511993408	2.06787967681885	2.18074798583984	2.16383457183838	1.95551776885986	2.08089733123779	PRO	carbamoyltransferase	WP_011132880.1
0.676465034484863	0.868966102600098	1.31072616577148	1.05212211608887	1.10929870605469	0.899747848510742	1.2680606842041	1.04735660552979	1.089674949646	1.00329113006592	0.605767250061035	0.963727951049805	0.61318302154541	0.315451622009277	0.873492240905762	PRO	valine--tRNA ligase	WP_011133309.1
0.488936424255371	-0.0700559616088867	1.08343124389648	2.60577392578125	2.10727500915527	2.17620086669922	3.35356903076172	3.08575344085693	3.07129192352295	2.43331432342529	2.18374538421631	2.35697746276855	1.97701168060303	1.72025966644287	2.1238374710083	PRO	urease subunit alpha	WP_011132596.1
4.95022106170654	4.52123737335205	4.34221458435059	4.54769134521484	4.90158843994141	4.47886657714844	4.48907089233398	3.9266881942749	4.05112361907959	4.1644868850708	3.81042385101318	3.33402442932129	3.49906826019287	3.12181377410889	3.20102596282959	PRO	phosphoribulokinase	WP_011132419.1
3.50421810150146	3.71739292144775	3.96102905273438	4.04413604736328	3.88597679138184	3.71557235717773	3.97203063964844	3.74522304534912	4.00387859344482	3.57589626312256	3.52656841278076	3.39506149291992	3.73910617828369	3.12357807159424	3.75388240814209	PRO	glutamate-1-semialdehyde 2,1-aminomutase	WP_011132118.1
6.1652250289917	6.79816722869873	6.27604866027832	5.97013664245605	6.46267509460449	6.29064750671387	5.52876472473145	5.39449977874756	5.65837001800537	6.16226673126221	5.95666217803955	5.44647026062012	5.68263149261475	5.77285099029541	5.4437780380249	PRO	photosystem I reaction center subunit II	WP_011133206.1
2.39626026153564	2.46103382110596	2.63801765441895	2.91272926330566	2.70288467407227	2.85417747497559	3.35442543029785	3.71350574493408	3.53850269317627	4.44727420806885	4.26026630401611	4.16265487670898	4.35920429229736	4.59789180755615	4.27056980133057	PRO	magnesium transporter	WP_011133257.1
2.94703197479248	2.87803173065186	3.26851654052734	3.31854438781738	3.23550224304199	3.07623100280762	3.21191215515137	3.00304698944092	3.22692584991455	3.05079936981201	3.09868907928467	2.84322547912598	2.93812465667725	2.62043857574463	3.03431034088135	PRO	transcription termination factor NusA	WP_011133120.1
1.39439296722412	1.50347995758057	1.48008728027344	1.25098419189453	1.21085739135742	1.25815200805664	1.28244972229004	1.26780223846436	1.28452587127686	1.42725849151611	1.52282810211182	1.51669311523438	1.72939586639404	1.77818202972412	1.46757030487061	PRO	RNB domain-containing ribonuclease	WP_011132481.1
3.75146961212158	4.26566219329834	4.0573616027832	3.71550941467285	3.86923217773438	3.87569808959961	3.75430488586426	3.90663051605225	3.87367153167725	4.02322101593018	4.12082386016846	4.2429370880127	3.57480907440186	4.04692554473877	4.03072261810303	PRO	phosphoglycerate kinase	WP_011131834.1
