"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","contrast","log.sca.pval"
"WP_061439603.1...22",0.99767812093099,0.815601030985515,4.06675897417457,0.00174234714962865,0.342388736780863,-1.13300838008928,"WP_061439603.1",8,3.78722523041385,0.00270414603316605,0.273364580807332,"A2 - A1",2.56796985870463
"WP_061486615.1...23",-0.615675608317057,2.34392690658569,-3.47450024086495,0.00495972900116276,0.342388736780863,-1.940016696918,"WP_061486615.1",28,-3.67945432118283,0.00328288843211779,0.27849111986039,"A2 - A1",2.48374387637481
"WP_014950797.1...24",1.20103327433268,2.84639422098796,3.63795880266365,0.00370376073633828,0.342388736780863,-1.7125026106224,"WP_014950797.1",18,3.65653270635507,0.00342158179833201,0.27849111986039,"A2 - A1",2.46577307304614
"WP_061486834.1...25",0.970767339070639,0.188037713368734,3.4732262837352,0.00497106966083457,0.342388736780863,-1.94180210999786,"WP_061486834.1",37,3.6388548384947,0.003532641559222,0.27849111986039,"A2 - A1",2.45190042617942
"WP_061485988.1...26",0.726421356201174,4.15176105499268,3.24404242275927,0.0075098435861321,0.371172558539153,-2.26562981337319,"WP_061485988.1",141,3.62543237274175,0.0036194303923802,0.27849111986039,"A2 - A1",2.44135977115485
"WP_061485087.1...27",0.749133427937823,7.19380362828572,3.32745631484953,0.00646040875515972,0.342388736780863,-2.14720434566519,"WP_061485087.1",641,3.62182635872582,0.00364311690558528,0.27849111986039,"A2 - A1",2.43852689226729
"WP_061486581.1...28",0.581558863321941,2.13109715779622,3.15158231419377,0.00887678457969334,0.371172558539153,-2.39752283970742,"WP_061486581.1",54,3.574265018441,0.00397080838033246,0.27849111986039,"A2 - A1",2.40112107021946
"WP_039227006.1...29",1.35740598042806,-6.22570935885112,3.93974501961011,0.00217406942860346,0.342388736780863,-1.30177956771693,"WP_039227006.1",1,3.56455522532747,0.00404133405350217,0.27849111986039,"A2 - A1",2.39347524963246
"WP_014977470.1...30",0.623526891072594,4.69275871912638,3.09606097506628,0.00981593442874109,0.371172558539153,-2.47698637612516,"WP_014977470.1",315,3.52853174366195,0.00431437011294594,0.27849111986039,"A2 - A1",2.36508260120951
"WP_014975544.1...31",0.752772013346355,0.999070167541504,3.50110646832389,0.00472883513347834,0.342388736780863,-1.90277004949419,"WP_014975544.1",20,3.51825861274897,0.00439563734633102,0.27849111986039,"A2 - A1",2.35697814540782
"WP_061439492.1...32",0.651604334513347,3.21876573562622,3.11784060707983,0.0094361252068384,0.371172558539153,-2.44579396573788,"WP_061439492.1",94,3.51717395561267,0.00440430846752396,0.27849111986039,"A2 - A1",2.3561222716594
"WP_061486054.1...33",0.965040206909181,-1.11625130971273,3.37318021453343,0.00594973376361055,0.342388736780863,-2.08254895597412,"WP_061486054.1",32,3.50322963821529,0.00451735270296135,0.27849111986039,"A2 - A1",2.34511599954932
"WP_061486408.1...34",1.0919443766276,-1.6511123975118,3.71575579591569,0.00322575713796565,0.342388736780863,-1.60539691327776,"WP_061486408.1",6,3.4869779455554,0.00465284771772053,0.27849111986039,"A2 - A1",2.33228116118604
"WP_039236292.1...35",-0.593393325805663,1.23523648579915,-3.0709637451934,0.0102727601419787,0.374534730422305,-2.51296072046672,"WP_039236292.1",62,-3.4737534339372,0.00476616052086802,0.27849111986039,"A2 - A1",2.32183133501658
"WP_061486749.1...36",0.905446370442706,-2.91157674789429,3.54088955373385,0.00440392629666481,0.342388736780863,-1.84722712291115,"WP_061486749.1",14,3.46183583877385,0.00487068547530994,0.27849111986039,"A2 - A1",2.3124099141046
"WP_061486418.1...37",0.72508430480957,3.76945336659749,3.14978859863224,0.00890565832553832,0.371172558539153,-2.40008722475729,"WP_061486418.1",63,3.44349121318378,0.00503616751212164,0.27849111986039,"A2 - A1",2.29789983289694
"WP_014948684.1...38",-1.39661852518718,-0.829823335011801,-3.57321928778358,0.00415678379735527,0.342388736780863,-1.80222737430243,"WP_014948684.1",5,-3.44220876991729,0.00504794821168554,0.27849111986039,"A2 - A1",2.29688510928979
"WP_014976894.1...39",1.05230840047201,-0.612339973449707,3.58212923578578,0.00409120492592641,0.342388736780863,-1.78984781937093,"WP_014976894.1",9,3.43992455191389,0.00506900094354735,0.27849111986039,"A2 - A1",2.29507762793671
"WP_014949897.1...40",1.73845354715983,-3.84948348999023,3.53714875276961,0.00443347872096216,0.342388736780863,-1.85244197949189,"WP_014949897.1",3,3.43556298063002,0.00510944863691847,0.27849111986039,"A2 - A1",2.29162596226512
"WP_014977464.1...41",0.628988901774088,2.50727383295695,3.10157947141861,0.00971826402022914,0.371172558539153,-2.4690804693199,"WP_014977464.1",49,3.42430722548672,0.0052153563909193,0.27849111986039,"A2 - A1",2.28271600874826
"WP_012517737.1...42",0.84708404541016,2.30690399805705,3.51335824683695,0.00462623936236062,0.342388736780863,-1.88564534085331,"WP_012517737.1",14,3.41970775364536,0.00525927474556493,0.27849111986039,"A2 - A1",2.2790741409633
"WP_014978882.1...43",0.66491063435872,4.98166481653849,3.01684997831875,0.0113319400611685,0.375559090726461,-2.59062511712171,"WP_014978882.1",157,3.38509335727898,0.00560210255813521,0.279573178533523,"A2 - A1",2.2516489447762
"WP_232375943.1...44",-1.49895604451497,-2.28506294886271,-3.37408624094242,0.00594004105982096,0.342388736780863,-2.08126979534338,"WP_232375943.1",13,-3.37321759444333,0.00572489038643947,0.279573178533523,"A2 - A1",2.24223282427545
"WP_232375954.1...45",-2.68668111165365,-5.52205689748128,-3.34248368587674,0.00628782681993725,0.342388736780863,-2.12593360162659,"WP_232375954.1",10,-3.36795940415826,0.00578012730836172,0.279573178533523,"A2 - A1",2.23806259605869
"WP_014951015.1...46",0.784470240275066,1.41297705968221,3.57026009230841,0.00417880174706153,0.342388736780863,-1.80634104622789,"WP_014951015.1",11,3.35860871882068,0.00587969736069219,0.279573178533523,"A2 - A1",2.23064502731909
"WP_014949480.1...47",0.928821563720702,1.27765480677287,3.31556095749382,0.00660043380233064,0.342388736780863,-2.16405627751681,"WP_014949480.1",21,3.35595735348884,0.00590824612908075,0.279573178533523,"A2 - A1",2.22854142089647
"WP_014949838.1...48",0.603359858194987,2.06019798914591,3.12414386142239,0.00932899668032606,0.371172558539153,-2.43677143300683,"WP_014949838.1",31,3.32818661881837,0.00621586551949965,0.288001769070151,"A2 - A1",2.20649839008407
"WP_061486705.1...49",0.648104985555013,0.874302705128987,3.16447948178921,0.00867194400791479,0.371172558539153,-2.37909034163206,"WP_061486705.1",27,3.30054267966497,0.00653823663523189,0.292174548264122,"A2 - A1",2.18453936526136
"WP_014948334.1...50",2.05567995707194,-3.94177865982056,3.33987328679988,0.00631746565517571,0.342388736780863,-2.12962705321561,"WP_014948334.1",2,3.27900030775736,0.00680117062094479,0.292174548264122,"A2 - A1",2.16741632987293
"WP_061486619.1...51",0.622463862101237,0.184663295745849,3.13576931014175,0.00913462361550589,0.371172558539153,-2.42013665676221,"WP_061486619.1",27,3.27660717526314,0.00683103355383741,0.292174548264122,"A2 - A1",2.16551358141814
"WP_061485098.1...52",0.562224070231123,3.33155218760173,2.87087054684114,0.0147686674741237,0.378301883262549,-2.80058582668303,"WP_061485098.1",81,3.27657633250723,0.00683141929394531,0.292174548264122,"A2 - A1",2.16548905803244
"WP_014951106.1...53",0.589914957682291,5.93775129318237,2.87931608743908,0.0145440587829416,0.378301883262549,-2.78842846266991,"WP_014951106.1",320,3.26591862327541,0.00696604163883929,0.292310879335445,"A2 - A1",2.15701393391682
"WP_061484912.1...54",-0.478830337524414,-0.129960219065348,-2.88857944310752,0.0143016197492873,0.378301883262549,-2.77509454379995,"WP_061484912.1",38,-3.2434250224203,0.00725905375847087,0.298965473311837,"A2 - A1",2.13911998732438
"WP_232376017.1...55",0.929542541503909,-3.42975823084513,3.42157380670007,0.00545391501119785,0.342388736780863,-2.0143387541066,"WP_232376017.1",7,3.20543087784715,0.007782592306729,0.303485580925535,"A2 - A1",2.10887571959305
"WP_061486779.1...56",0.789287567138673,-0.624296665191651,3.18828302021923,0.00830634946739212,0.371172558539153,-2.34509889735913,"WP_061486779.1",18,3.18163705551828,0.00812972806570378,0.303485580925535,"A2 - A1",2.08992398104055
"WP_061487009.1...57",0.804277420043947,5.00323390960693,2.93870057814518,0.0130582129117928,0.378301883262549,-2.70296874574322,"WP_061487009.1",148,3.1747548459186,0.00823301994237098,0.303485580925535,"A2 - A1",2.08444083262065
"WP_014948351.1...58",1.30480448404948,-0.733940283457439,3.31392543841827,0.00661992611581705,0.342388736780863,-2.16637427002911,"WP_014948351.1",4,3.17264306666615,0.00826497943465714,0.303485580925535,"A2 - A1",2.08275822272484
"WP_039227152.1...59",0.59930419921875,2.82772286732992,2.88353162808563,0.0144332256915035,0.378301883262549,-2.78236040256593,"WP_039227152.1",48,3.16567559057758,0.00837131514467061,0.303485580925535,"A2 - A1",2.07720630840985
"WP_061485994.1...60",0.540333429972329,0.751688003540038,2.85274897639048,0.015262356413157,0.378301883262549,-2.82667323253927,"WP_061485994.1",43,3.15995523233249,0.00845964863269461,0.303485580925535,"A2 - A1",2.07264767479204
"WP_014979895.1...61",0.816448211669922,0.988560994466146,3.56590537642896,0.00421142082372183,0.342388736780863,-1.81239660773996,"WP_014979895.1",5,3.1510449526133,0.00859911698425651,0.303485580925535,"A2 - A1",2.06554614277431
"WP_061485771.1...62",0.480792999267578,1.64502573013306,2.7267872980818,0.0191786056112636,0.378301883262549,-3.00795094321257,"WP_061485771.1",57,3.14325446356777,0.00872295608022562,0.303485580925535,"A2 - A1",2.05933631417597
"WP_203229264.1...63",0.599988937377934,3.0120735168457,2.79143834673052,0.017057775839953,0.378301883262549,-2.91493247290521,"WP_203229264.1",103,3.13505142920231,0.00885529644088424,0.303485580925535,"A2 - A1",2.05279689574039
"WP_061485222.1...64",-0.804798762003578,1.02469174067179,-3.08283709044688,0.0100540274153148,0.372669282861004,-2.49593757313164,"WP_061485222.1",22,-3.13101308814022,0.0089211886214568,0.303485580925535,"A2 - A1",2.04957727820804
"WP_061486922.1...65",0.556580861409505,0.631075541178385,2.96722491500527,0.0123995084321717,0.375559090726461,-2.66194340841327,"WP_061486922.1",28,3.12724047249435,0.00898319120840821,0.303485580925535,"A2 - A1",2.04656935620533
"WP_014949548.1...66",0.696455637613933,3.89556694030762,2.85865368454468,0.0150997120342076,0.378301883262549,-2.81817279504635,"WP_014949548.1",82,3.1202594209523,0.00909907101439878,0.303485580925535,"A2 - A1",2.0410029454718
"WP_014977887.1...67",0.469308853149414,1.43833430608114,2.73549406281001,0.0188784310144006,0.378301883262549,-2.99542909604111,"WP_014977887.1",46,3.11764968270882,0.00914277604406963,0.303485580925535,"A2 - A1",2.03892191831763
"WP_061439474.1...68",-0.952971140543619,0.828586896260579,-2.96748828881048,0.0123935842030628,0.375559090726461,-2.66156470450652,"WP_061439474.1",46,-3.10406685537336,0.00937368167281015,0.306574530004849,"A2 - A1",2.02808979906516
"WP_061486543.1...69",0.582862218221033,3.46498187383016,2.80961982640415,0.0165044759890154,0.378301883262549,-2.88876165801823,"WP_061486543.1",46,3.07730694628816,0.00984590357774014,0.314974473801371,"A2 - A1",2.00674442164679
"WP_014951198.1...70",0.784301122029622,1.62758366266886,3.03421243214368,0.0109806440435831,0.375559090726461,-2.56569311537179,"WP_014951198.1",21,3.06991998940324,0.00998042079853387,0.314974473801371,"A2 - A1",2.0008511474272
"WP_061486657.1...71",0.680702845255534,1.28324460983276,2.85372930688034,0.0152352329300151,0.378301883262549,-2.8252619384234,"WP_061486657.1",44,3.05802174308741,0.0102009820641447,0.314974473801371,"A2 - A1",1.9913580160314
"WP_061485007.1...72",0.703081766764321,4.86746247609456,2.79846381830572,0.0168418236779679,0.378301883262549,-2.90482024221809,"WP_061485007.1",85,3.04248824935907,0.0104963139454622,0.314974473801371,"A2 - A1",1.97896318799673
"WP_012517276.1...73",0.550818125406901,2.49810409545898,2.67774084207722,0.0209598678663387,0.378301883262549,-3.07844440039077,"WP_012517276.1",103,3.03896533116669,0.0105644787915233,0.314974473801371,"A2 - A1",1.97615192440902
"WP_014975882.1...74",0.663941701253253,3.39517307281494,2.78949863073494,0.0171178829197603,0.378301883262549,-2.91772433652361,"WP_014975882.1",59,3.02704769195281,0.0107983821979765,0.314974473801371,"A2 - A1",1.96664130517236
"WP_061485273.1...75",0.56214396158854,-1.12480719884237,2.97236032557971,0.0122845048685528,0.375559090726461,-2.65455957045759,"WP_061485273.1",22,3.02165143376594,0.0109059941437084,0.314974473801371,"A2 - A1",1.96233473985622
"WP_061485930.1...76",0.61587460835775,3.77921454111735,2.70875181422694,0.0198155061195246,0.378301883262549,-3.03388227194442,"WP_061485930.1",166,3.01951760361347,0.0109488429358682,0.314974473801371,"A2 - A1",1.96063177425938
"WP_014949177.1...77",-0.990276336669924,-2.73108148574829,-3.39371097476932,0.00573399944600492,0.342388736780863,-2.05358255357061,"WP_014949177.1",2,-3.0172391605246,0.010994781973863,0.314974473801371,"A2 - A1",1.95881337826199
"WP_014976090.1...78",-0.736675898234048,1.13972187042236,-2.89723369983592,0.0140787700011818,0.378301883262549,-2.76263818119487,"WP_014976090.1",30,-3.0146723528563,0.0110467666171344,0.314974473801371,"A2 - A1",1.9567648211487
"WP_061486135.1...79",0.546088536580402,2.26241747538249,2.79668633051806,0.0168962027907493,0.378301883262549,-2.9073787497384,"WP_061486135.1",32,2.98759323247138,0.0116104210417074,0.326855397427306,"A2 - A1",1.93515203066844
"WP_014948097.1...80",0.941920598347979,-0.472641309102376,3.09433111858052,0.00984675402599371,0.371172558539153,-2.47946493079503,"WP_014948097.1",8,2.96461749951783,0.0121111825769402,0.333997785001805,"A2 - A1",1.91681344880042
"WP_232376037.1...81",1.72143427530924,-3.30368868509929,2.99437958643225,0.0118034054996063,0.375559090726461,-2.62290841952917,"WP_232376037.1",3,2.94162925479938,0.0126338294056194,0.333997785001805,"A2 - A1",1.89846499167296
"WP_061486521.1...82",1.02098083496094,1.57365369796753,2.82817945898606,0.0159580779027885,0.378301883262549,-2.86204396580654,"WP_061486521.1",45,2.9378623419627,0.0127215949678795,0.333997785001805,"A2 - A1",1.89545843567468
"WP_014950720.1...83",0.81907335917155,1.37283754348755,3.19671250360728,0.00818065576356578,0.371172558539153,-2.33307075497735,"WP_014950720.1",6,2.93379058570513,0.0128171479379653,0.333997785001805,"A2 - A1",1.8922086029454
"WP_061486550.1...84",0.902367909749346,-2.36298100153605,3.13051177724735,0.00922201584342685,0.371172558539153,-2.42765865019088,"WP_061486550.1",6,2.92944814052512,0.0129198429267607,0.333997785001805,"A2 - A1",1.88874276625237
"WP_049586506.1...85",1.06382433573405,-2.51507902145386,3.11199466214366,0.00953659103057477,0.371172558539153,-2.45416389324857,"WP_049586506.1",4,2.9273906448593,0.012968787249024,0.333997785001805,"A2 - A1",1.88710063422296
"WP_014978004.1...86",0.840414047241213,2.49546988805135,3.04749485069832,0.0107193102669324,0.375559090726461,-2.54662811296795,"WP_014978004.1",10,2.92465883657663,0.0130340584022467,0.333997785001805,"A2 - A1",1.88492033737474
"WP_061485787.1...87",0.572403589884439,4.22899580001831,2.60447588381334,0.023928770693628,0.393164320956989,-3.18355714458189,"WP_061485787.1",214,2.92262528635494,0.0130828588138191,0.333997785001805,"A2 - A1",1.88329734535385
"WP_061485939.1...88",2.05584462483725,-2.90067672729492,2.91492219222739,0.0136340218243185,0.378301883262549,-2.7371815570938,"WP_061485939.1",6,2.91498516931426,0.0132678382289205,0.333997785001805,"A2 - A1",1.8771998323527
"WP_061486199.1...89",-1.003449122111,2.61286862691244,-2.79422488457858,0.0169717946503459,0.378301883262549,-2.9109216879706,"WP_061486199.1",52,-2.9109771979424,0.0133659185544787,0.333997785001805,"A2 - A1",1.87400118958732
"WP_039227766.1...90",0.72124926249186,2.93835560480754,2.73044557167285,0.0190519115051127,0.378301883262549,-3.00268995270614,"WP_039227766.1",48,2.90456298203984,0.0135243894556483,0.334202690548465,"A2 - A1",1.86888233154693
"WP_061485046.1...91",-0.831116358439128,1.10730616251628,-2.74628130475572,0.0185129770990208,0.378301883262549,-2.97991250405461,"WP_061485046.1",43,-2.87858640033063,0.0141855491624229,0.340541571992518,"A2 - A1",1.84815384678435
"WP_061486818.1...92",-0.875552495320639,-1.12978045145671,-3.16661249774702,0.00863852968926288,0.371172558539153,-2.37604287706136,"WP_061486818.1",4,-2.8740598377441,0.0143040097946078,0.340541571992518,"A2 - A1",1.84454220116682
"WP_061486116.1...93",-0.680548985799152,0.799517472585042,-2.96294752477308,0.0124961208245315,0.375559090726461,-2.66809410754631,"WP_061486116.1",14,-2.87234086883129,0.0143492529255977,0.340541571992518,"A2 - A1",1.84317070929489
"WP_014977631.1...94",0.751738230387369,-0.484468619028727,3.02645341272149,0.0111362592928404,0.375559090726461,-2.57683340478207,"WP_014977631.1",10,2.86954402761109,0.0144231701571404,0.340541571992518,"A2 - A1",1.84093927287345
"WP_061439035.1...95",3.13886515299479,-4.92319560050964,2.85362856364613,0.0152380180461354,0.378301883262549,-2.82540696933299,"WP_061439035.1",2,2.86490857779188,0.0145465149906876,0.340541571992518,"A2 - A1",1.83724104115241
"WP_014948790.1...96",-0.5286808013916,2.01335414250692,-2.55690705346759,0.0260738383498975,0.396937607561178,-3.25163880392352,"WP_014948790.1",61,-2.84656950478452,0.0150448722322581,0.344029734116196,"A2 - A1",1.82261149613001
"WP_014947719.1...97",-0.96121088663737,-1.10853735605876,-3.01612043948612,0.0113469457082749,0.375559090726461,-2.59167296652544,"WP_014947719.1",5,-2.83600147525886,0.0153397247892375,0.344029734116196,"A2 - A1",1.81418243201596
"WP_061485717.1...98",0.84209187825521,1.99738232294718,2.68449919680912,0.0207050360653122,0.378301883262549,-3.06873580493289,"WP_061485717.1",66,2.83374530096739,0.0154034128832624,0.344029734116196,"A2 - A1",1.81238304330942
"WP_014947966.1...99",-0.705020268758138,0.33695363998413,-2.98289935512713,0.0120518306618756,0.375559090726461,-2.63940861360743,"WP_014947966.1",11,-2.83318062893982,0.0154193936985372,0.344029734116196,"A2 - A1",1.81193270271544
"WP_061439320.1...100",0.678560892740886,-0.917848904927571,2.77583385654123,0.0175473240466112,0.378301883262549,-2.93739085161112,"WP_061439320.1",23,2.83128467247443,0.0154731718376918,0.344029734116196,"A2 - A1",1.81042065136788
"WP_061486506.1...101",0.573498407999675,1.63534863789876,2.64540749070046,0.0222224915575233,0.386115790811968,-3.12486554293608,"WP_061486506.1",35,2.82091335402681,0.0157706635202226,0.344029734116196,"A2 - A1",1.80215003418478
"WP_014948305.1...102",0.650512695312497,3.07647212346395,2.5863604631455,0.0247244393773718,0.395591030037948,-3.20950191949906,"WP_014948305.1",104,2.82064823709266,0.0157783421222356,0.344029734116196,"A2 - A1",1.80193863135411
"WP_014948596.1...103",0.642237981160482,0.985418796539306,2.73195427808906,0.018999903331573,0.378301883262549,-3.00052016605967,"WP_014948596.1",24,2.79955693708819,0.0164012478528276,0.352097904824644,"A2 - A1",1.78512310835591
"WP_014950817.1...104",1.59192212422689,0.604153315226237,2.84727569991283,0.0154146762708758,0.378301883262549,-2.83455265577033,"WP_014950817.1",3,2.7921289240678,0.0166263821393012,0.352097904824644,"A2 - A1",1.77920224193333
"WP_014949791.1...105",0.482924143473303,4.06484842300415,2.50071394438745,0.0288511758637885,0.40815260254558,-3.33184841890901,"WP_014949791.1",50,2.79139523653064,0.0166487848658142,0.352097904824644,"A2 - A1",1.77861745857385
"WP_014949268.1...106",-0.514074325561523,3.40857744216919,-2.60065225520031,0.0240945912652135,0.393164320956989,-3.18903500426877,"WP_014949268.1",33,-2.78452543762378,0.0168600067878548,0.352097904824644,"A2 - A1",1.77314225486387
"WP_014950852.1...107",0.658145268758138,0.422366937001546,2.68984876306435,0.0205054956146481,0.378301883262549,-3.06104973330933,"WP_014950852.1",27,2.78194718692212,0.0169399621475886,0.352097904824644,"A2 - A1",1.77108756443694
"WP_014949587.1...108",0.65741093953451,2.92725626627604,2.56571599995487,0.0256628669936105,0.396937607561178,-3.23904278435494,"WP_014949587.1",65,2.76473905585912,0.0174833120429782,0.360026722070218,"A2 - A1",1.75737629105316
"WP_014947855.1...109",0.841031392415364,1.70945310592651,2.98153011692646,0.0120818082037291,0.375559090726461,-2.64137685145921,"WP_014947855.1",5,2.75035754884313,0.0179506134540409,0.364146240090776,"A2 - A1",1.74592070501589
"WP_232375945.1...110",0.505001703898112,1.24773152669271,2.50156918118998,0.0288068159710414,0.40815260254558,-3.3306296414625,"WP_232375945.1",45,2.74853132740297,0.0180108302203172,0.364146240090776,"A2 - A1",1.7444662676473
"WP_014977264.1...111",-0.762212753295902,2.94981686274211,-2.57398037147227,0.0252830770185624,0.396937607561178,-3.22722048176635,"WP_014977264.1",70,-2.73383077194013,0.0185028858535862,0.364277481384164,"A2 - A1",1.73276053037834
"WP_061486648.1...112",0.635063807169597,-0.53797165552775,2.71383305184744,0.0196339809510215,0.378301883262549,-3.02657748772467,"WP_061486648.1",20,2.73116967737932,0.0185933668263855,0.364277481384164,"A2 - A1",1.73064196247511
"WP_061485084.1...113",0.457462310791015,2.29122575124105,2.37153847190921,0.036372548712067,0.423389074952187,-3.51507491021946,"WP_061485084.1",91,2.72916781463535,0.0186617208701719,0.364277481384164,"A2 - A1",1.72904831075244
"WP_014980664.1...114",-1.17454528808593,-1.59478823343913,-2.78319150302533,0.0173147835559658,0.378301883262549,-2.92680195592314,"WP_014980664.1",7,-2.72774215526691,0.0187105515540515,0.364277481384164,"A2 - A1",1.72791341007613
"WP_061485044.1...115",-0.893751780192057,-0.268733342488607,-2.68946412354703,0.0205197791935261,0.378301883262549,-3.0616024058384,"WP_061485044.1",21,-2.7240879224243,0.0188362906291272,0.364277481384164,"A2 - A1",1.72500461735586
"WP_061438903.1...116",0.479811350504557,0.594846725463866,2.66884436539457,0.0213000448506242,0.378970397982305,-3.09122167063942,"WP_061438903.1",22,2.71367568863807,0.019199159067419,0.368094222120171,"A2 - A1",1.71671779319112
"WP_061485750.1...117",0.92111968994141,-2.79792149861654,2.81066503028317,0.0164732163314262,0.378301883262549,-2.88725707988816,"WP_061485750.1",7,2.69599540660465,0.0198311809504852,0.370693609570993,"A2 - A1",1.70265142270807
"WP_061485149.1...118",-0.896116256713868,0.942437012990315,-2.6816824000887,0.0208108728243965,0.378301883262549,-3.0727824422149,"WP_061485149.1",18,-2.69597333907474,0.0198319824816183,0.370693609570993,"A2 - A1",1.70263386986971
"WP_014948483.1...119",-1.04624112447103,0.689865748087565,-2.73545350447868,0.0188798184609822,0.378301883262549,-2.99548743059602,"WP_014948483.1",10,-2.69415698778974,0.0198980651038596,0.370693609570993,"A2 - A1",1.7011891525135
