A1_1	A1_2	A1_3	A2_1	A2_2	A2_3	A3_1	A3_2	A3_3	A5_1	A5_2	A5_3	Species	name	protein_id
4.03603935241699	4.28195095062256	4.43067455291748	4.92183303833008	4.834716796875	4.87837600708008	4.31171226501465	4.44763660430908	4.66571998596191	3.67566967010498	4.20378971099854	2.4302282333374	ALT	MULTISPECIES: F0F1 ATP synthase subunit beta	WP_039221268.1
3.91776275634766	3.7842321395874	3.90465259552002	3.70998191833496	3.57287406921387	3.58976364135742	3.31907272338867	2.82604885101318	3.27522468566895	1.19739627838135	1.24170017242432	3.2910852432251	ALT	MULTISPECIES: glutamate synthase large subunit	WP_014950543.1
4.12264823913574	4.27385997772217	4.14268970489502	4.48634719848633	4.36572456359863	4.49584579467773	4.26226234436035	4.19919681549072	4.4116268157959	3.06601428985596	3.53189563751221	2.32651042938232	ALT	polyribonucleotide nucleotidyltransferase	WP_061486966.1
1.91686820983887	2.34882831573486	2.02026081085205	2.44485664367676	2.93638038635254	2.75234413146973	3.51900863647461	4.06825733184814	3.60088920593262	6.35402393341064	6.63147830963135	6.75737857818604	ALT	TonB-dependent receptor	WP_061485930.1
5.15988349914551	5.02645587921143	5.1339864730835	5.66768074035645	5.63968086242676	5.50077056884766	5.26556396484375	5.36321353912354	5.45249176025391	3.812180519104	4.00734996795654	2.94513416290283	ALT	MULTISPECIES: dihydrolipoyl dehydrogenase	WP_014950394.1
3.22725296020508	3.55143451690674	3.46901607513428	4.00470161437988	4.14039993286133	4.09733390808105	4.74391746520996	5.15212726593018	4.55852317810059	7.303147315979	7.90565586090088	7.62646770477295	ALT	MULTISPECIES: TonB-dependent receptor	WP_014978882.1
5.45004463195801	5.29924297332764	5.49952793121338	5.91998672485352	6.01397705078125	5.85574340820313	5.96370124816895	5.89038181304932	6.27953720092773	6.40873050689697	5.9669828414917	6.81581020355225	ALT	MotA/TolQ/ExbB proton channel family protein	WP_014975938.1
4.94185447692871	5.1444787979126	5.10349178314209	5.45257759094238	5.40833282470703	5.34344482421875	5.07209968566895	5.09293079376221	5.16842079162598	4.812819480896	4.83409976959229	3.88675594329834	ALT	MULTISPECIES: DUF3450 domain-containing protein	WP_014948702.1
2.27911376953125	2.57499599456787	2.58718013763428	3.16832542419434	3.21511459350586	3.23711395263672	3.97712326049805	4.35042476654053	3.76656341552734	6.51726245880127	6.98853969573975	7.15937519073486	ALT	TonB-dependent receptor	WP_061485988.1
3.13757514953613	3.57380390167236	3.49886226654053	3.94150352478027	4.31839942932129	4.3631706237793	4.44392204284668	5.18368625640869	4.89564323425293	7.2456579208374	7.37300586700439	8.06357669830322	ALT	DcaP family trimeric outer membrane transporter	WP_061487009.1
3.66093254089355	3.66125583648682	3.66488933563232	3.9778938293457	4.0575122833252	3.95565986633301	3.67241287231445	3.61356067657471	3.81691741943359	2.28121280670166	2.60628223419189	1.05728054046631	ALT	2-oxoglutarate dehydrogenase E1 component	WP_061485858.1
4.56714248657227	4.81810092926025	4.57756519317627	4.78082275390625	4.54962158203125	4.6889820098877	4.53796195983887	4.25097942352295	4.39813232421875	3.1501989364624	2.98102474212646	2.10814952850342	ALT	NADP-dependent isocitrate dehydrogenase	WP_061485794.1
3.92537689208984	4.15462779998779	3.91344356536865	3.76107788085938	3.77689361572266	3.73504829406738	3.91242790222168	3.74755954742432	3.8086986541748	2.92673778533936	2.93229579925537	2.04876613616943	ALT	MULTISPECIES: molecular chaperone DnaK	WP_014948972.1
4.55414581298828	4.61440181732178	4.83665180206299	5.03797721862793	5.05842399597168	4.99744606018066	4.73143577575684	4.59228610992432	4.55062866210938	3.34156513214111	3.52598094940186	2.51680088043213	ALT	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	WP_061485859.1
3.63622665405273	3.75852298736572	4.08460712432861	4.28168296813965	4.2838077545166	4.18367767333984	3.9838752746582	4.04337596893311	4.38639068603516	3.53770732879639	3.27097225189209	2.83125782012939	ALT	MULTISPECIES: DUF1329 domain-containing protein	WP_014949549.1
2.1793212890625	2.30035495758057	2.45435047149658	2.58563804626465	2.73114776611328	2.8382568359375	2.69803619384766	3.51902294158936	2.94101524353027	1.59486484527588	1.89280796051025	0.937033653259277	ALT	MULTISPECIES: acyl-CoA dehydrogenase FadE	WP_014976690.1
3.81412124633789	3.76393413543701	3.78629398345947	4.01089286804199	4.3063793182373	4.11670684814453	3.92842674255371	3.75789737701416	4.05267715454102	2.66840267181396	2.93554782867432	1.22899913787842	ALT	Na(+)-translocating NADH-quinone reductase subunit A	WP_061486584.1
4.39337921142578	4.38006114959717	4.3977632522583	4.71563529968262	4.87115097045898	4.7288875579834	4.57917976379395	4.48464870452881	4.49307441711426	2.79618549346924	3.50661182403564	2.11564350128174	ALT	MULTISPECIES: succinate dehydrogenase flavoprotein subunit	WP_014949447.1
1.17911529541016	1.47729206085205	1.64466762542725	2.15517425537109	2.33111000061035	2.17859840393066	2.10785293579102	3.44917011260986	2.6447582244873	5.3293924331665	6.00818538665771	6.22061252593994	ALT	MULTISPECIES: TonB-dependent receptor	WP_014977109.1
3.04176330566406	2.73120021820068	3.21520709991455	3.35594177246094	3.5693187713623	3.32055854797363	2.90829277038574	3.92235660552979	3.36532402038574	5.64267063140869	6.44522762298584	4.80634021759033	ALT	MULTISPECIES: methanol/ethanol family PQQ-dependent dehydrogenase	WP_061485122.1
4.08991241455078	4.13063526153564	4.30220317840576	4.32705116271973	4.26513290405273	4.14296531677246	3.95478248596191	3.94494915008545	4.30146789550781	3.24558734893799	3.33757877349854	2.17528629302979	ALT	MULTISPECIES: 30S ribosomal protein S1	WP_014949642.1
3.0377197265625	3.22939968109131	3.19146060943604	3.28661155700684	3.11058044433594	3.13531494140625	2.86165428161621	3.11131763458252	2.90656089782715	1.96065044403076	1.97047710418701	0.30018138885498	ALT	translation initiation factor IF-2	WP_061485723.1
2.40910339355469	2.39123439788818	2.2231912612915	2.19589996337891	2.19905662536621	2.1473445892334	2.33810234069824	2.22454357147217	2.13482475280762	0.567940711975098	0.810698509216309	-0.558901786804199	ALT	ATP-dependent chaperone ClpB	WP_061486137.1
2.68000984191895	2.69226932525635	2.81644153594971	2.81594467163086	2.71605491638184	2.70838928222656	2.29231262207031	2.278000831604	2.37553405761719	1.62534809112549	1.74699306488037	1.19332790374756	ALT	MULTISPECIES: preprotein translocase subunit SecA	WP_014980040.1
1.16350173950195	1.21256160736084	1.32069873809814	1.82950210571289	2.20515251159668	2.01701927185059	2.50876998901367	3.18605518341064	2.60961151123047	5.49811840057373	5.39516735076904	5.68457126617432	ALT	TonB-dependent receptor	WP_014947886.1
5.26545143127441	5.66104984283447	5.19347095489502	5.39320373535156	5.52378463745117	5.48562812805176	5.40424346923828	5.0567102432251	5.29752349853516	4.62396144866943	4.89149379730225	3.58109569549561	ALT	MULTISPECIES: ADP-forming succinate--CoA ligase subunit beta	WP_014949450.1
2.8922061920166	3.13424968719482	2.98052310943604	3.02519989013672	3.05908393859863	3.16481781005859	3.04070472717285	2.72615528106689	2.96162605285645	1.78688907623291	1.93989849090576	1.03576755523682	ALT	carbamoyl-phosphate synthase large subunit	WP_061485378.1
2.47635078430176	2.76946353912354	2.63793659210205	3.15350532531738	3.4923095703125	3.2048225402832	3.94476318359375	4.27949047088623	3.88608360290527	6.82947635650635	6.66485691070557	7.0309534072876	ALT	MULTISPECIES: TonB-dependent receptor	WP_216600737.1
2.48773574829102	2.58056735992432	2.52839946746826	3.12290954589844	3.31564903259277	3.10968208312988	2.95423316955566	3.30334949493408	3.32635116577148	3.20071125030518	2.99014377593994	3.99793338775635	ALT	MULTISPECIES: methyl-accepting chemotaxis protein	WP_014948305.1
5.25424575805664	5.21675395965576	5.21850681304932	5.64132118225098	5.6592903137207	5.81936454772949	5.83087348937988	5.72285175323486	5.98871040344238	5.23217105865479	5.22482776641846	4.2798547744751	ALT	MULTISPECIES: DNA-binding protein HU-beta	WP_012518978.1
2.86688995361328	3.04769039154053	3.08591556549072	2.93771171569824	3.03386306762695	2.97974586486816	2.78565406799316	2.63296604156494	2.77311706542969	1.57275295257568	2.26729869842529	0.74769115447998	ALT	MULTISPECIES: endopeptidase La	WP_014950145.1
1.09246444702148	1.50869655609131	1.53676128387451	1.94170570373535	2.06750297546387	1.92868041992188	2.7280158996582	3.2191858291626	2.69424247741699	5.577956199646	5.96798801422119	5.88168239593506	ALT	TonB-dependent receptor	WP_203229264.1
0.830394744873047	1.12306880950928	1.13270282745361	1.36830902099609	1.86823654174805	1.5020751953125	2.26186943054199	2.58881664276123	2.28287315368652	4.87418270111084	4.93138980865479	5.21333026885986	ALT	MULTISPECIES: TonB-dependent receptor	WP_012517276.1
4.08015441894531	3.89034366607666	3.55440616607666	3.14525604248047	3.04967308044434	3.00705528259277	4.22181701660156	4.01269435882568	4.06850051879883	4.16506862640381	3.83551120758057	2.5209493637085	ALT	MULTISPECIES: PrkA family serine protein kinase	WP_014975982.1
4.13919830322266	4.19352436065674	4.03829860687256	4.07627868652344	3.91560745239258	4.11974716186523	3.80313491821289	3.58824253082275	4.08376884460449	3.01219844818115	3.3285436630249	2.00662708282471	ALT	MULTISPECIES: chaperonin GroEL	WP_014951270.1
3.58759498596191	3.45858097076416	3.71268749237061	3.9579906463623	3.86277770996094	3.7828426361084	3.36462211608887	3.32658863067627	3.52294731140137	1.51662540435791	1.66782283782959	0.984917640686035	ALT	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	WP_061486391.1
1.58010292053223	1.5075101852417	1.65406131744385	1.67077255249023	2.0251407623291	1.85040473937988	1.66147804260254	1.63566303253174	1.69211196899414	0.972653388977051	1.15977382659912	0.0376214981079102	ALT	M3 family metallopeptidase	WP_061439213.1
2.07143974304199	1.80740451812744	2.3218240737915	2.2967414855957	2.38794898986816	2.27107238769531	1.9261474609375	1.91762256622314	2.08948135375977	1.25984668731689	2.01027774810791	0.680191993713379	ALT	MULTISPECIES: glycogen/starch/alpha-glucan phosphorylase	WP_014949036.1
1.33581161499023	1.69852733612061	1.77787685394287	2.22376823425293	2.41499900817871	2.12826156616211	2.88121223449707	3.33568859100342	3.0163402557373	5.70910930633545	5.98765850067139	6.11593532562256	ALT	MULTISPECIES: TonB-dependent receptor	WP_061439492.1
2.68587112426758	2.65626811981201	2.9726095199585	3.04691123962402	3.19105529785156	2.95689010620117	2.97887229919434	3.1016321182251	3.15474319458008	2.78823947906494	2.75795078277588	1.28051662445068	ALT	aconitate hydratase AcnA	WP_061439205.1
2.17912483215332	2.29361629486084	2.55564594268799	2.60213851928711	2.45040893554688	2.37027359008789	2.19237327575684	2.38045215606689	2.04137992858887	1.83924579620361	2.16119289398193	1.21218776702881	ALT	molybdopterin-dependent oxidoreductase	WP_061485789.1
3.96672248840332	4.03397274017334	4.00786304473877	3.8485221862793	3.62912178039551	3.77698707580566	3.83670043945313	3.47887325286865	3.71031761169434	2.83204746246338	2.93854236602783	1.69668292999268	ALT	MULTISPECIES: phosphoenolpyruvate synthase	WP_014949316.1
3.78389167785645	3.84109401702881	3.8366003036499	3.63434791564941	3.77436447143555	3.89534378051758	3.78010368347168	3.69076633453369	3.79916191101074	3.75308132171631	3.83672428131104	2.46706676483154	ALT	acetate--CoA ligase	WP_014977484.1
1.77678108215332	1.56834888458252	1.62087917327881	2.1789379119873	2.63228225708008	2.30744934082031	3.03325271606445	3.23778057098389	3.06356239318848	5.87669658660889	5.71123600006104	6.02519130706787	ALT	TonB-dependent siderophore receptor	WP_061486950.1
2.31248664855957	2.41803073883057	2.32690906524658	2.15641212463379	2.00838279724121	2.26057815551758	2.26792144775391	2.052903175354	2.04988861083984	1.54957866668701	1.46883678436279	0.469756126403809	ALT	phosphoribosylformylglycinamidine synthase	WP_014978557.1
5.28100395202637	5.28650569915771	5.22178363800049	5.76284217834473	5.71816062927246	5.51052284240723	5.06276702880859	4.87217235565186	5.09539413452148	3.94219875335693	4.58080577850342	3.10565280914307	ALT	MULTISPECIES: DNA-directed RNA polymerase subunit alpha	WP_039226687.1
1.43826675415039	1.78094577789307	1.7527322769165	2.15850257873535	2.73270034790039	2.07256698608398	3.39479446411133	3.88740634918213	3.54101181030273	6.23509883880615	5.76123332977295	5.98681735992432	ALT	flagellin	WP_014975882.1
3.33621597290039	3.48112773895264	3.70682239532471	3.43269729614258	3.4292049407959	3.26045036315918	2.91264915466309	2.7431173324585	3.1505298614502	2.35380077362061	2.38076496124268	1.16747760772705	ALT	acetolactate synthase 3 large subunit	WP_039225051.1
2.0871696472168	2.05974102020264	2.10050678253174	2.16990089416504	2.05265235900879	2.23355293273926	1.67939567565918	1.69107913970947	1.8159236907959	0.830605506896973	0.905596733093262	0.656365394592285	ALT	DNA topoisomerase (ATP-hydrolyzing) subunit B	WP_014977848.1
2.15446281433105	2.351731300354	2.37228298187256	2.14924240112305	2.2326602935791	2.19882583618164	2.16967582702637	1.84549617767334	2.16322135925293	1.2619161605835	1.43774700164795	0.093388557434082	ALT	alanine--tRNA ligase	WP_061485069.1
0.847272872924805	0.86915111541748	0.799483299255371	1.21778106689453	1.33468437194824	1.33582878112793	1.94599723815918	2.36764240264893	1.72515296936035	4.92785549163818	5.09396839141846	5.02989101409912	ALT	TonB-dependent receptor	WP_061485084.1
1.6459903717041	1.4606351852417	1.67515850067139	1.61970710754395	1.83759117126465	1.6478443145752	1.52821350097656	1.53554630279541	1.69106292724609	1.09241390228271	0.985318183898926	0.494217872619629	ALT	glycosyl hydrolase	WP_061486332.1
2.66654586791992	2.55245304107666	2.81016445159912	2.74120712280273	2.64570045471191	2.67405891418457	2.41687202453613	2.15700626373291	2.42914962768555	0.895743370056152	1.54036045074463	0.734906196594238	ALT	DNA topoisomerase (ATP-hydrolyzing) subunit A	WP_061485937.1
4.03799057006836	3.96021556854248	3.88859272003174	3.96883010864258	3.71515655517578	3.91191291809082	3.93834686279297	3.74269199371338	3.71767425537109	3.30114459991455	3.4360933303833	2.80460071563721	ALT	MULTISPECIES: transketolase	WP_061484788.1
2.40494346618652	2.42674732208252	2.39283466339111	1.93896293640137	1.98554039001465	2.0055980682373	2.32971000671387	2.60428714752197	2.34343528747559	1.84574413299561	2.2106409072876	0.748208045959473	ALT	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	WP_061439571.1
1.86516189575195	1.97257709503174	1.68318271636963	1.7254524230957	1.5772705078125	1.79884338378906	1.95847511291504	1.58349514007568	1.50536727905273	1.27646732330322	1.49171352386475	0.394040107727051	ALT	MULTISPECIES: phosphoenolpyruvate carboxylase	WP_014977467.1
2.6064338684082	3.13919544219971	3.30328464508057	3.52552604675293	4.16715049743652	3.46548271179199	4.71977615356445	5.09348201751709	5.07311630249023	7.68082904815674	7.7405309677124	7.89474201202393	ALT	flagellin	WP_061485007.1
3.38721656799316	3.35846042633057	3.52217197418213	3.72165679931641	3.66581153869629	3.43645477294922	3.59527397155762	3.4761381149292	3.59728050231934	3.52337551116943	2.98843288421631	2.92318820953369	ALT	MULTISPECIES: M1 family metallopeptidase	WP_014980757.1
2.57666015625	2.80189037322998	2.90646266937256	2.95257759094238	3.01198959350586	2.83126068115234	2.90093803405762	2.79891872406006	2.78700828552246	2.09558200836182	2.149489402771	1.48084735870361	ALT	fatty acid oxidation complex subunit alpha FadJ	WP_061486945.1
1.14187049865723	1.35989856719971	1.56552791595459	2.21232604980469	2.13455200195313	1.96294021606445	2.57656288146973	2.958327293396	2.92576599121094	5.45406246185303	5.68171977996826	5.73596286773682	ALT	TonB-dependent receptor	WP_232375969.1
2.36971473693848	2.33252620697021	2.41298389434814	3.10781478881836	2.88583946228027	3.2109375	3.29607772827148	4.16041278839111	3.47516059875488	6.19949054718018	6.58571338653564	6.71013164520264	ALT	MULTISPECIES: DUF1302 domain-containing protein	WP_014949548.1
0.242786407470703	0.381407737731934	0.508881568908691	0.863523483276367	1.00078964233398	0.889930725097656	1.44534492492676	2.16951656341553	1.46005439758301	4.30286693572998	4.79188823699951	4.8687162399292	ALT	TonB-dependent receptor	WP_014948080.1
4.45784187316895	4.45292949676514	4.41309261322021	4.39272689819336	4.25485610961914	4.28926849365234	4.37298202514648	4.3186731338501	4.49892807006836	3.54537296295166	3.89221096038818	2.05148029327393	ALT	fructose bisphosphate aldolase	WP_014948386.1
1.67267990112305	1.92687129974365	1.88932132720947	2.19448852539063	2.65911865234375	2.32193756103516	3.09567070007324	3.43278026580811	3.17140579223633	5.90481662750244	5.71119976043701	5.99833583831787	ALT	TonB-dependent receptor	WP_061485098.1
1.23159027099609	1.13358020782471	1.30853366851807	1.41683769226074	1.47804069519043	1.40195465087891	1.16095733642578	1.05892467498779	1.57213020324707	0.477604866027832	0.678830146789551	-0.39322566986084	ALT	PEP-CTERM system TPR-repeat protein PrsT	WP_061439441.1
2.44522094726563	2.57562732696533	2.536789894104	2.61622428894043	2.45626449584961	2.72726631164551	2.51729774475098	2.56088542938232	2.19185447692871	1.75543689727783	1.99770832061768	1.06781673431396	ALT	M13 family metallopeptidase	WP_014975918.1
4.01159858703613	4.16630268096924	4.00596141815186	3.97305679321289	3.56728553771973	3.99263954162598	3.73528671264648	3.30555057525635	3.37039756774902	2.18709850311279	2.29409313201904	0.764527320861816	ALT	MULTISPECIES: ketol-acid reductoisomerase	WP_014951396.1
2.44046211242676	2.32415294647217	2.58289813995361	2.65950584411621	2.5057373046875	2.4775390625	2.24441909790039	1.92433452606201	2.20403289794922	1.09278774261475	1.08244037628174	0.372878074645996	ALT	tetratricopeptide repeat protein	WP_061486220.1
2.41686248779297	2.42222690582275	2.61817646026611	2.75399589538574	2.59122276306152	2.71576690673828	2.46423721313477	2.53070545196533	2.35907554626465	1.62279224395752	1.93100833892822	0.415373802185059	ALT	Zn-dependent hydrolase	WP_061439557.1
4.67900657653809	4.90816020965576	4.800705909729	5.2004222869873	4.79970169067383	4.88231468200684	4.52029228210449	4.89007091522217	4.55280876159668	4.0762243270874	4.8800802230835	3.26657581329346	ALT	MULTISPECIES: citrate synthase	WP_014949444.1
5.24788665771484	5.18420314788818	5.36998653411865	5.31275177001953	5.20856475830078	5.33394432067871	4.80638694763184	5.07821750640869	5.05634307861328	4.1455602645874	4.13205623626709	3.31488704681396	ALT	MULTISPECIES: 50S ribosomal protein L1	WP_014951042.1
0.496099472045898	0.574048042297363	0.405598640441895	0.282896041870117	0.392341613769531	0.437538146972656	0.564798355102539	0.583325386047363	0.386417388916016	0.582716941833496	0.669251441955566	-0.475564002990723	ALT	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	WP_061439404.1
3.74604988098145	3.81242656707764	3.94783687591553	3.96246719360352	4.36787414550781	4.02020454406738	3.78709411621094	3.75008106231689	4.02983665466309	3.01802349090576	3.09258556365967	1.82585048675537	ALT	tetratricopeptide repeat protein	WP_014975939.1
1.67970848083496	1.60089778900146	1.98543071746826	2.20999717712402	2.42426490783691	2.33287239074707	2.1277904510498	2.11415195465088	2.28064918518066	1.67743396759033	1.76982402801514	1.75171947479248	ALT	MULTISPECIES: methyl-accepting chemotaxis protein	WP_039224512.1
5.28469276428223	5.41169834136963	5.24645709991455	5.35257148742676	5.12539291381836	5.36655426025391	5.11086273193359	4.8215913772583	4.82554817199707	3.8310079574585	4.02709674835205	2.16360759735107	ALT	MULTISPECIES: phosphopyruvate hydratase	WP_014975823.1
4.46925735473633	4.55509281158447	4.3772668838501	4.52730941772461	4.36347389221191	4.5337085723877	4.16276550292969	4.42447185516357	4.31511878967285	3.08697414398193	4.11936664581299	1.94535160064697	ALT	MULTISPECIES: 30S ribosomal protein S2	WP_014948552.1
3.25027275085449	3.30368137359619	3.43621349334717	3.2678165435791	3.26668548583984	3.21370506286621	3.24845695495605	2.6901159286499	2.96413803100586	1.80065822601318	1.89305019378662	0.852055549621582	ALT	bifunctional aspartate kinase/homoserine dehydrogenase I	WP_061486434.1
3.1014575958252	3.14824199676514	3.29340839385986	3.39551162719727	3.26951789855957	3.25673484802246	3.01816177368164	2.8469934463501	3.13209533691406	1.6831693649292	2.11732959747314	0.84211254119873	ALT	MULTISPECIES: transcription termination factor Rho	WP_014948094.1
3.13979148864746	3.12925815582275	3.31409168243408	3.30198860168457	3.10957717895508	3.20830154418945	2.8144702911377	2.65754795074463	2.85797500610352	0.910872459411621	0.972790718078613	2.05813884735107	ALT	glycosyltransferase	WP_061486630.1
1.71375846862793	1.68101215362549	1.76881504058838	1.99711418151855	2.61906433105469	2.22459030151367	2.8690185546875	3.10510730743408	3.10894584655762	5.411696434021	4.86305713653564	5.54841709136963	ALT	outer membrane channel protein TolC	WP_049587315.1
2.98416519165039	2.60098361968994	2.97978115081787	2.99131202697754	3.31476974487305	3.14652824401855	3.05846977233887	3.42500400543213	3.10834503173828	3.53011608123779	3.92813587188721	2.67308521270752	ALT	catalase/peroxidase HPI	WP_061486539.1
1.59118843078613	1.75965404510498	1.19506168365479	1.86725044250488	1.43588447570801	1.75300979614258	1.15278625488281	1.47835254669189	1.28548240661621	0.030644416809082	-0.391451835632324	-0.732466697692871	ALT	ribonuclease E	WP_061485693.1
1.80239677429199	1.91456127166748	1.76769924163818	1.34416961669922	1.62313270568848	1.55196762084961	1.59914398193359	1.36490154266357	1.56946754455566	1.03790760040283	0.612668037414551	0.894043922424316	ALT	valine--tRNA ligase	WP_061486487.1
3.02511405944824	3.00439548492432	3.05674266815186	3.43051910400391	3.63083457946777	3.52444839477539	3.2114200592041	3.35012531280518	3.31735420227051	1.90804386138916	2.5228967666626	0.793749809265137	ALT	MULTISPECIES: F0F1 ATP synthase subunit gamma	WP_012520217.1
0.0146331787109375	0.285529136657715	0.39835262298584	0.890913009643555	1.18241882324219	0.982673645019531	1.91088676452637	2.36148166656494	1.61965942382813	4.43692493438721	4.43437671661377	4.51400089263916	ALT	MULTISPECIES: flagellin	WP_014975883.1
2.89887619018555	2.77118015289307	2.78297901153564	2.65545272827148	2.75482940673828	2.64607429504395	2.45207786560059	2.19527530670166	2.35662460327148	1.32409763336182	1.64920139312744	0.81232738494873	ALT	MULTISPECIES: threonine--tRNA ligase	WP_014976220.1
2.26711463928223	2.27829456329346	2.38548755645752	2.37172698974609	2.55379104614258	2.28071403503418	2.20644569396973	1.75061893463135	2.38010406494141	1.35840702056885	1.31800174713135	0.213374137878418	ALT	MULTISPECIES: lysine--tRNA ligase	WP_014948748.1
3.99846649169922	4.03692531585693	4.00060367584229	3.30257415771484	3.19301605224609	3.2537670135498	3.24822807312012	2.59473705291748	3.01346397399902	1.27055835723877	1.14074420928955	2.34471797943115	ALT	FAD-dependent oxidoreductase	WP_014977264.1
1.66413879394531	1.69007205963135	1.97316646575928	1.88918304443359	1.68131065368652	1.67712020874023	1.84548568725586	1.98424625396729	1.89546966552734	2.5199613571167	4.01746463775635	4.15514850616455	ALT	outer membrane protein assembly factor BamA	WP_014975852.1
2.10447311401367	2.30444431304932	2.31865787506104	2.43184471130371	2.25735664367676	2.33445930480957	2.35783767700195	2.48960399627686	2.30029678344727	2.00809574127197	2.14647388458252	0.879727363586426	ALT	DUF885 domain-containing protein	WP_061486423.1
3.37609481811523	3.37725734710693	3.50662326812744	3.72046852111816	3.63876724243164	3.5745677947998	3.28930473327637	3.3288106918335	3.54519081115723	2.44265842437744	2.62300777435303	1.64699077606201	ALT	MULTISPECIES: glucose-6-phosphate dehydrogenase	WP_014949853.1
4.62687683105469	4.61216449737549	4.73102855682373	4.81264114379883	4.85699462890625	4.90803337097168	4.86886978149414	4.74723339080811	4.70709609985352	4.45731258392334	4.57089138031006	3.89284038543701	ALT	amidohydrolase family protein	WP_061486671.1
